,Unnamed: 0,pub_year,pub_month,journal_name,paper_title,author
3017,3017,2021,11,Nature communications,Architecture of the outer-membrane core complex from a conjugative type IV secretion system,"Himani$Amin$MRC Centre for Molecular Bacteriology and Infection, Department of Life Sciences, Imperial College, London, SW7 2AZ, UK.#Aravindan$Ilangovan$School of Biological and Chemical Sciences, Queen Mary University of London, London, E1 4NS, UK. a.ilangovan@qmul.ac.uk.#Tiago R D$Costa$MRC Centre for Molecular Bacteriology and Infection, Department of Life Sciences, Imperial College, London, SW7 2AZ, UK. t.costa@imperial.ac.uk."
3018,3018,2021,11,Nature communications,N-terminal tyrosine of ISCU2 triggers [2Fe-2S] cluster synthesis by ISCU2 dimerization,"SvenA$Freibert$Institut für Zytobiologie im Zentrum SYNMIKRO, Philipps-Universität Marburg, Karl-von-Frisch-Str. 14, 35032, Marburg, Germany.#Michal T$Boniecki$Department of Biochemistry, Microbiology & Immunology, University of Saskatchewan, 107 Wiggins Rd, Saskatoon, SK, S7N 5E5, Canada.#Claudia$Stmpfig$Institut für Zytobiologie im Zentrum SYNMIKRO, Philipps-Universität Marburg, Karl-von-Frisch-Str. 14, 35032, Marburg, Germany.#Vinzent$Schulz$Institut für Zytobiologie im Zentrum SYNMIKRO, Philipps-Universität Marburg, Karl-von-Frisch-Str. 14, 35032, Marburg, Germany.#Nils$Krapoth$Institut für Zytobiologie im Zentrum SYNMIKRO, Philipps-Universität Marburg, Karl-von-Frisch-Str. 14, 35032, Marburg, Germany.#Dennis R$Winge$Institut für Zytobiologie im Zentrum SYNMIKRO, Philipps-Universität Marburg, Karl-von-Frisch-Str. 14, 35032, Marburg, Germany.#Ulrich$Mhlenhoff$Institut für Zytobiologie im Zentrum SYNMIKRO, Philipps-Universität Marburg, Karl-von-Frisch-Str. 14, 35032, Marburg, Germany.#Oliver$Stehling$Institut für Zytobiologie im Zentrum SYNMIKRO, Philipps-Universität Marburg, Karl-von-Frisch-Str. 14, 35032, Marburg, Germany.#Miroslaw$Cygler$Department of Biochemistry, Microbiology & Immunology, University of Saskatchewan, 107 Wiggins Rd, Saskatoon, SK, S7N 5E5, Canada. miroslaw.cygler@usask.ca.#Roland$Lill$Institut für Zytobiologie im Zentrum SYNMIKRO, Philipps-Universität Marburg, Karl-von-Frisch-Str. 14, 35032, Marburg, Germany. lill@staff.uni-marburg.de."
3019,3019,2021,11,Nature communications,Dormant spores sense amino acids through the B subunits of their germination receptors,"Lior$Artzi$Department of Microbiology, Harvard Medical School, 77 Avenue Louis Pasteur, Boston, MA, 02115, USA.#Assaf$Alon$Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, 250 Longwood Avenue, Boston, MA, 02115, USA.#Kelly P$Brock$Department of Systems Biology, Harvard Medical School, 200 Longwood Avenue, Boston, MA, 02115, USA.#Anna G$Green$Department of Systems Biology, Harvard Medical School, 200 Longwood Avenue, Boston, MA, 02115, USA.#Amy$Tam$Department of Systems Biology, Harvard Medical School, 200 Longwood Avenue, Boston, MA, 02115, USA.#Fernando H$RamrezGuadiana$Department of Microbiology, Harvard Medical School, 77 Avenue Louis Pasteur, Boston, MA, 02115, USA.#Debora$Marks$Department of Systems Biology, Harvard Medical School, 200 Longwood Avenue, Boston, MA, 02115, USA.#Andrew$Kruse$Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, 250 Longwood Avenue, Boston, MA, 02115, USA.#David Z$Rudner$Department of Microbiology, Harvard Medical School, 77 Avenue Louis Pasteur, Boston, MA, 02115, USA. david_rudner@hms.harvard.edu."
3020,3020,2021,11,Nature communications,Cell-fate transition and determination analysis of mouse male germ cells throughout development,"Jiexiang$Zhao$State Key Laboratory of Organ Failure Research, Department of Developmental Biology, School of Basic Medical Sciences, Southern Medical University, 510515, Guangzhou, Guangdong, P. R. China.#Ping$Lu$Beijing Advanced Innovation Center for Genomics (ICG), School of Life Sciences, Peking University, 100871, Beijing, P. R. China.#Cong$Wan$State Key Laboratory of Organ Failure Research, Department of Developmental Biology, School of Basic Medical Sciences, Southern Medical University, 510515, Guangzhou, Guangdong, P. R. China.#Yaping$Huang$State Key Laboratory of Organ Failure Research, Department of Developmental Biology, School of Basic Medical Sciences, Southern Medical University, 510515, Guangzhou, Guangdong, P. R. China.#Manman$Cui$State Key Laboratory of Organ Failure Research, Department of Developmental Biology, School of Basic Medical Sciences, Southern Medical University, 510515, Guangzhou, Guangdong, P. R. China.#Xinyan$Yang$State Key Laboratory of Organ Failure Research, Department of Developmental Biology, School of Basic Medical Sciences, Southern Medical University, 510515, Guangzhou, Guangdong, P. R. China.#Yuqiong$Hu$Beijing Advanced Innovation Center for Genomics (ICG), School of Life Sciences, Peking University, 100871, Beijing, P. R. China.#Yi$Zheng$State Key Laboratory of Organ Failure Research, Department of Developmental Biology, School of Basic Medical Sciences, Southern Medical University, 510515, Guangzhou, Guangdong, P. R. China.#Ji$Dong$Beijing Advanced Innovation Center for Genomics (ICG), School of Life Sciences, Peking University, 100871, Beijing, P. R. China.#Mei$Wang$State Key Laboratory of Organ Failure Research, Department of Developmental Biology, School of Basic Medical Sciences, Southern Medical University, 510515, Guangzhou, Guangdong, P. R. China.#Shu$Zhang$Beijing Advanced Innovation Center for Genomics (ICG), School of Life Sciences, Peking University, 100871, Beijing, P. R. China.#Zhaoting$Liu$State Key Laboratory of Organ Failure Research, Department of Developmental Biology, School of Basic Medical Sciences, Southern Medical University, 510515, Guangzhou, Guangdong, P. R. China.#Shuhui$Bian$Beijing Advanced Innovation Center for Genomics (ICG), School of Life Sciences, Peking University, 100871, Beijing, P. R. China.#Xiaoman$Wang$State Key Laboratory of Organ Failure Research, Department of Developmental Biology, School of Basic Medical Sciences, Southern Medical University, 510515, Guangzhou, Guangdong, P. R. China.#Rui$Wang$Beijing Advanced Innovation Center for Genomics (ICG), School of Life Sciences, Peking University, 100871, Beijing, P. R. China.#Shaofang$Ren$State Key Laboratory of Organ Failure Research, Department of Developmental Biology, School of Basic Medical Sciences, Southern Medical University, 510515, Guangzhou, Guangdong, P. R. China.#Dazhuang$Wang$State Key Laboratory of Organ Failure Research, Department of Developmental Biology, School of Basic Medical Sciences, Southern Medical University, 510515, Guangzhou, Guangdong, P. R. China.#Zhaokai$Yao$State Key Laboratory of Organ Failure Research, Department of Developmental Biology, School of Basic Medical Sciences, Southern Medical University, 510515, Guangzhou, Guangdong, P. R. China.#Gang$Chang$Department of Biochemistry and Molecular Biology, Shenzhen University Health Science Center, 518060, Shenzhen, Guangdong, P. R. China. changgang@szu.edu.cn.#Fuchou$Tang$Beijing Advanced Innovation Center for Genomics (ICG), School of Life Sciences, Peking University, 100871, Beijing, P. R. China. tangfuchou@pku.edu.cn.#XiaoYang$Zhao$State Key Laboratory of Organ Failure Research, Department of Developmental Biology, School of Basic Medical Sciences, Southern Medical University, 510515, Guangzhou, Guangdong, P. R. China. zhaoxiaoyang@smu.edu.cn."
3021,3021,2021,11,Nature communications,scCODA is a Bayesian model for compositional single-cell data analysis,"M$Bttner$Institute of Computational Biology, Helmholtz Zentrum München, German Research Center for Environmental Health, Neuherberg, Germany.#J$Ostner$Institute of Computational Biology, Helmholtz Zentrum München, German Research Center for Environmental Health, Neuherberg, Germany.#C L$Mller$Institute of Computational Biology, Helmholtz Zentrum München, German Research Center for Environmental Health, Neuherberg, Germany. christian.mueller@stat.uni-muenchen.de.#F J$Theis$Institute of Computational Biology, Helmholtz Zentrum München, German Research Center for Environmental Health, Neuherberg, Germany.#B$Schubert$Institute of Computational Biology, Helmholtz Zentrum München, German Research Center for Environmental Health, Neuherberg, Germany. benjamin.schubert@helmholtz-muenchen.de."
3022,3022,2021,11,Nature communications,Author Correction: Genomic and transcriptomic correlates of immunotherapy response within the tumor microenvironment of leptomeningeal metastases,"Sanjay M$Prakadan$Department of Chemistry, Massachusetts Institute of Technology, Cambridge, MA, USA.#Christopher A$AlvarezBreckenridge$Broad Institute, Harvard University & Massachusetts Institute of Technology, Cambridge, MA, USA.#Samuel C$Markson$Broad Institute, Harvard University & Massachusetts Institute of Technology, Cambridge, MA, USA.#Albert E$Kim$Department of Medicine, Harvard Medical School & Massachusetts General Hospital, Boston, MA, USA.#Robert H$Klein$Broad Institute, Harvard University & Massachusetts Institute of Technology, Cambridge, MA, USA.#Naema$Nayyar$Department of Medicine, Harvard Medical School & Massachusetts General Hospital, Boston, MA, USA.#Andrew W$Navia$Department of Chemistry, Massachusetts Institute of Technology, Cambridge, MA, USA.#Benjamin M$Kuter$Department of Medicine, Harvard Medical School & Massachusetts General Hospital, Boston, MA, USA.#Kellie E$Kolb$Department of Chemistry, Massachusetts Institute of Technology, Cambridge, MA, USA.#Ivanna$Bihun$Department of Medicine, Harvard Medical School & Massachusetts General Hospital, Boston, MA, USA.#Joana L$Mora$Department of Medicine, Harvard Medical School & Massachusetts General Hospital, Boston, MA, USA.#Mia Solana$Bertalan$Department of Medicine, Harvard Medical School & Massachusetts General Hospital, Boston, MA, USA.#Brian$Shaw$Department of Medicine, Harvard Medical School & Massachusetts General Hospital, Boston, MA, USA.#Michael$White$Department of Medicine, Harvard Medical School & Massachusetts General Hospital, Boston, MA, USA.#Alexander$Kaplan$Department of Medicine, Harvard Medical School & Massachusetts General Hospital, Boston, MA, USA.#Jackson H$Stocking$Department of Medicine, Harvard Medical School & Massachusetts General Hospital, Boston, MA, USA.#Marc H$Wadsworth$Department of Chemistry, Massachusetts Institute of Technology, Cambridge, MA, USA.#Eudocia Q$Lee$Division of Neuro-Oncology, Dana-Farber Cancer Institute, Boston, MA, USA.#Ugonma$Chukwueke$Division of Neuro-Oncology, Dana-Farber Cancer Institute, Boston, MA, USA.#Nancy$Wang$Massachusetts General Hospital Cancer Center, Boston, MA, USA.#Megha$Subramanian$Department of Medicine, Harvard Medical School & Massachusetts General Hospital, Boston, MA, USA.#Denisse$Rotem$Broad Institute, Harvard University & Massachusetts Institute of Technology, Cambridge, MA, USA.#Daniel P$Cahill$Department of Neurosurgery, Harvard Medical School & Massachusetts General Hospital, Boston, MA, USA.#Viktor A$Adalsteinsson$Broad Institute, Harvard University & Massachusetts Institute of Technology, Cambridge, MA, USA.#Jeffrey W$Miller$Department of Biostatistics, Harvard TH Chan School of Public Health, Boston, MA, USA.#Ryan J$Sullivan$Department of Medicine, Harvard Medical School & Massachusetts General Hospital, Boston, MA, USA.#Scott L$Carter$Broad Institute, Harvard University & Massachusetts Institute of Technology, Cambridge, MA, USA. carter.scott@jimmy.harvard.edu.#Priscilla K$Brastianos$Broad Institute, Harvard University & Massachusetts Institute of Technology, Cambridge, MA, USA. pbrastianos@mgh.harvard.edu.#Alex K$Shalek$Department of Chemistry, Massachusetts Institute of Technology, Cambridge, MA, USA. shalek@mit.edu."
3023,3023,2021,11,Nature communications,Accelerated discovery of superoxide-dismutase nanozymes via high-throughput computational screening,"Zhenzhen$Wang$Laboratory of Theoretical and Computational Nanoscience, National Center for Nanoscience and Technology of China, Beijing, 100190, China.#Jiangjiexing$Wu$Department of Biomedical Engineering, College of Engineering and Applied Sciences, Nanjing National Laboratory of Microstructures, Jiangsu Key Laboratory of Artificial Functional Materials, Chemistry and Biomedicine Innovation Center (ChemBIC), Nanjing University, Nanjing, Jiangsu, 210023, China.#JiaJia$Zheng$Laboratory of Theoretical and Computational Nanoscience, National Center for Nanoscience and Technology of China, Beijing, 100190, China.#Xiaomei$Shen$Key Laboratory of Functional Small Organic Molecule, College of Chemistry and Chemical Engineering, Jiangxi Normal University, Nanchang, 330022, China.#Liang$Yan$CAS Key Laboratory for Biomedical Effects of Nanomaterials and Nanosafety, Institute of High Energy Physics and National Center for Nanoscience and Technology, Chinese Academy of Sciences, Beijing, 100049, P. R. China.#Hui$Wei$Department of Biomedical Engineering, College of Engineering and Applied Sciences, Nanjing National Laboratory of Microstructures, Jiangsu Key Laboratory of Artificial Functional Materials, Chemistry and Biomedicine Innovation Center (ChemBIC), Nanjing University, Nanjing, Jiangsu, 210023, China.#Xingfa$Gao$Laboratory of Theoretical and Computational Nanoscience, National Center for Nanoscience and Technology of China, Beijing, 100190, China. gaoxf@nanoctr.cn.#Yuliang$Zhao$CAS Key Laboratory for Biomedical Effects of Nanomaterials and Nanosafety, Institute of High Energy Physics and National Center for Nanoscience and Technology, Chinese Academy of Sciences, Beijing, 100049, P. R. China."
3024,3024,2021,11,Nature communications,Cross-feeding between intestinal pathobionts promotes their overgrowth during undernutrition,"K E$Huus$Michael Smith Laboratories and Department of Microbiology and Immunology, University of British Columbia, Vancouver, BC, Canada.#T T$Hoang$Michael Smith Laboratories and Department of Microbiology and Immunology, University of British Columbia, Vancouver, BC, Canada.#A$CreusCuadros$Michael Smith Laboratories and Department of Microbiology and Immunology, University of British Columbia, Vancouver, BC, Canada.#M$Cirstea$Michael Smith Laboratories and Department of Microbiology and Immunology, University of British Columbia, Vancouver, BC, Canada.#S L$Vogt$Michael Smith Laboratories and Department of Microbiology and Immunology, University of British Columbia, Vancouver, BC, Canada.#K$KnuffJanzen$Michael Smith Laboratories and Department of Microbiology and Immunology, University of British Columbia, Vancouver, BC, Canada.#P J$Sansonetti$Unité de Pathogénie Microbienne Moléculaire, Institut Pasteur, Paris, France.#P$Vonaesch$Unité de Pathogénie Microbienne Moléculaire, Institut Pasteur, Paris, France.#B B$Finlay$Michael Smith Laboratories and Department of Microbiology and Immunology, University of British Columbia, Vancouver, BC, Canada. bfinlay@msl.ubc.ca."
3025,3025,2021,11,Nature communications,Volcanic activity and hazard in the East African Rift Zone,"Juliet$Biggs$COMET, School of Earth Sciences, University of Bristol, Bristol, UK. Juliet.Biggs@bristol.ac.uk.#Atalay$Ayele$Institue of Geophysics, Space Science and Astronomy, Addis Ababa University, Addis Ababa, Ethiopia.#Tobias P$Fischer$Department of Earth and Planetary Sciences, University of New Mexico, Albuquerque, NM, USA.#Karen$Fontijn$Department of Geosciences, Environment and Society, Université libre de Bruxelles, Av. F Roosevelt 50, 1050, Brussels, Belgium.#William$Hutchison$School of Earth & Environmental Sciences, University of St Andrews, St Andrews, UK.#Emmanuel$Kazimoto$Department of Geosciences, University of Dar es Salaam, P. O. Box, 35052, Dar es Saalam, Tanzania.#Kathy$Whaler$School of GeoSciences, University of Edinburgh, Edinburgh, UK.#Tim J$Wright$COMET, School of Earth and Environment, University of Leeds, Leeds, UK."
3026,3026,2021,11,Nature communications,Engineering transient dynamics of artificial cells by stochastic distribution of enzymes,"Shidong$Song$Department of Bio-Organic Chemistry, Institute of Complex Molecular Systems (ICMS), Eindhoven University of Technology, 5600 MB, Eindhoven, The Netherlands.#Alexander F$Mason$Department of Bio-Organic Chemistry, Institute of Complex Molecular Systems (ICMS), Eindhoven University of Technology, 5600 MB, Eindhoven, The Netherlands.#Richard A J$Post$Department of Mathematics and Computer Science, Institute of Complex Molecular Systems (ICMS), Eindhoven University of Technology, 5600 MB, Eindhoven, The Netherlands.#Marco$De Corato$Institute for Bioengineering of Catalonia (IBEC), The Barcelona Institute of Science and Technology, 08028, Barcelona, Spain.#Rafael$Mestre$Institute for Bioengineering of Catalonia (IBEC), The Barcelona Institute of Science and Technology, 08028, Barcelona, Spain.#N Amy$Yewdall$Department of Bio-Organic Chemistry, Institute of Complex Molecular Systems (ICMS), Eindhoven University of Technology, 5600 MB, Eindhoven, The Netherlands.#Shoupeng$Cao$Department of Bio-Organic Chemistry, Institute of Complex Molecular Systems (ICMS), Eindhoven University of Technology, 5600 MB, Eindhoven, The Netherlands.#Remco W$van der Hofstad$Department of Mathematics and Computer Science, Institute of Complex Molecular Systems (ICMS), Eindhoven University of Technology, 5600 MB, Eindhoven, The Netherlands. r.w.v.d.hofstad@tue.nl.#Samuel$Sanchez$Institute for Bioengineering of Catalonia (IBEC), The Barcelona Institute of Science and Technology, 08028, Barcelona, Spain. ssanchez@ibecbarcelona.eu.#Loai K E A$Abdelmohsen$Department of Bio-Organic Chemistry, Institute of Complex Molecular Systems (ICMS), Eindhoven University of Technology, 5600 MB, Eindhoven, The Netherlands. l.k.e.a.abdelmohsen@tue.nl.#Jan C M$van Hest$Department of Bio-Organic Chemistry, Institute of Complex Molecular Systems (ICMS), Eindhoven University of Technology, 5600 MB, Eindhoven, The Netherlands. J.C.M.v.Hest@tue.nl."
