,Unnamed: 0,pub_year,pub_month,journal_name,paper_title,author
6034,6034,2021,10,PLoS genetics,Decreasing mitochondrial RNA polymerase activity reverses biased inheritance of hypersuppressive mtDNA,"Daniel$Corbi$David H. Koch Institute for Integrative Cancer Research and the Department of Biology, Massachusetts Institute of Technology, Cambridge, Massachusetts, United States of America.#Angelika$Amon$David H. Koch Institute for Integrative Cancer Research and the Department of Biology, Massachusetts Institute of Technology, Cambridge, Massachusetts, United States of America."
6035,6035,2021,10,PLoS medicine,Health and economic benefits of achieving hepatitis C virus elimination in Pakistan: A modelling study and economic analysis,"Aaron G$Lim$Population Health Sciences, Bristol Medical School, University of Bristol, Bristol, United Kingdom.#Nick$Scott$Burnet Institute, Melbourne, Australia.#Josephine G$Walker$Population Health Sciences, Bristol Medical School, University of Bristol, Bristol, United Kingdom.#Saeed$Hamid$Aga Khan University, Karachi, Pakistan.#Margaret$Hellard$Burnet Institute, Melbourne, Australia.#Peter$Vickerman$Population Health Sciences, Bristol Medical School, University of Bristol, Bristol, United Kingdom."
6036,6036,2021,10,PLoS medicine,Recommended reporting items for epidemic forecasting and prediction research: The EPIFORGE 2020 guidelines,"Simon$Pollett$Walter Reed Army Institute of Research, Silver Spring, Maryland, United States of America.#Michael A$Johansson$Division of Vector-Borne Diseases, Centers for Disease Control & Prevention, San Juan, Puerto Rico, United States of America.#Nicholas G$Reich$University of Massachusetts-Amherst, School of Public Health and Health Sciences, Amherst, Massachusetts, United States of America.#David$BrettMajor$University of Nebraska Medical Center, Omaha, Nebraska, United States of America.#Sara Y$Del Valle$Los Alamos National Laboratory, Los Alamos, New Mexico, United States of America.#Srinivasan$Venkatramanan$Biocomplexity Institute and Initiative, University of Virginia, Charlottesville, Virginia, United States of America.#Rachel$Lowe$Centre for Mathematical Modelling of Infectious Diseases and Centre on Climate Change and Planetary Health, London School of Hygiene & Tropical Medicine, London, United Kingdom.#Travis$Porco$University of California at San Francisco, San Francisco, California, United States of America.#Irina Maljkovic$Berry$Walter Reed Army Institute of Research, Silver Spring, Maryland, United States of America.#Alina$Deshpande$Los Alamos National Laboratory, Los Alamos, New Mexico, United States of America.#Moritz U G$Kraemer$Department of Zoology, University of Oxford, Oxford, United Kingdom.#David L$Blazes$Bill and Melinda Gates Foundation, Seattle, Washington, United States of America.#Wirichada$PanNgum$Mahidol-Oxford Tropical Medicine Research Unit and Department of Tropical Hygiene, Mahidol University, Thailand.#Alessandro$Vespigiani$Network Science Institute, Northeastern University, Boston, Massachusetts, United States of America.#Suzanne E$Mate$Walter Reed Army Institute of Research, Silver Spring, Maryland, United States of America.#Sheetal P$Silal$Modelling and Simulation Hub, Africa, Department of Statistical Sciences, University of Cape Town, Cape Town, South Africa.#Sasikiran$Kandula$Department of Environmental Health Sciences, Mailman School of Public Health, Columbia University, New York City, New York, United States of America.#Rachel$Sippy$Institute for Global Health and Translational Science, State University of New York Upstate Medical University, Syracuse, New York, United States of America.#Talia M$Quandelacy$Division of Vector-Borne Diseases, Centers for Disease Control & Prevention, San Juan, Puerto Rico, United States of America.#Jeffrey J$Morgan$Catholic University of America, Washington, DC, United States of America.#Jacob$Ball$U.S. Army Public Health Center, Edgewood, Maryland, United States of America.#Lindsay C$Morton$Armed Forces Health Surveillance Division, Global Emerging Infections Surveillance, Silver Spring, Maryland, United States of America.#Benjamin M$Althouse$University of Washington, Seattle, Washington, United States of America.#Julie$Pavlin$National Academies of Sciences, Engineering, and Medicine, Washington, DC, United States of America.#Wilbert$van Panhuis$University of Pittsburgh Graduate School of Public Health, Pittsburgh, Pennsylvania, United States of America.#Steven$Riley$MRC Centre for Global Infectious Disease Analysis, School of Public Health, Imperial College, London, United Kingdom.#Matthew$Biggerstaff$Influenza Division, Centers for Disease Control & Prevention, Atlanta, Georgia, United States of America.#Cecile$Viboud$Fogarty International Center, National Institutes for Health, Bethesda, Maryland, United States of America.#Oliver$Brady$Centre for the Mathematical Modelling of Infectious Diseases, London School of Hygiene & Tropical Medicine, London, United Kingdom.#Caitlin$Rivers$Johns Hopkins Center for Health Security, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland, United States of America."
6037,6037,2021,10,PLoS neglected tropical diseases,Soil-transmitted helminthiasis in China: A national survey in 2014-2015,"YingDan$Chen$National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention (Chinese Center for Tropical Diseases Research), Shanghai, China.#MenBao$Qian$National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention (Chinese Center for Tropical Diseases Research), Shanghai, China.#HuiHui$Zhu$National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention (Chinese Center for Tropical Diseases Research), Shanghai, China.#ChangHai$Zhou$National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention (Chinese Center for Tropical Diseases Research), Shanghai, China.#TingJun$Zhu$National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention (Chinese Center for Tropical Diseases Research), Shanghai, China.#JiLei$Huang$National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention (Chinese Center for Tropical Diseases Research), Shanghai, China.#ZhongJie$Li$Division of Infectious Disease, Key Laboratory of Surveillance and Early Warning on Infectious Disease, Chinese Centre for Disease Control and Prevention, Beijing, China.#ShiZhu$Li$National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention (Chinese Center for Tropical Diseases Research), Shanghai, China.#XiaoNong$Zhou$National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention (Chinese Center for Tropical Diseases Research), Shanghai, China.#None$None$None"
6038,6038,2021,10,PLoS neglected tropical diseases,Individual responses to a single oral dose of albendazole indicate reduced efficacy against soil-transmitted helminths in an area with high drug pressure,"Martin$Walker$Department of Pathobiology and Population Sciences, Royal Veterinary College, Hatfield, United Kingdom.#Piet$Cools$Department of Virology, Parasitology and Immunology, Ghent University, Merelbeke, Belgium.#Marco$Albonico$Center for Tropical Diseases, Sacro Cuore Don Calabria Hospital, Negrar, Italy.#Shaali M$Ame$Laboratory Division, Public Health Laboratory-Ivo de Carneri, Chake Chake, United Republic of Tanzania.#Mio$Ayana$Jimma University Institute of Health, Jimma University, Jimma, Ethiopia.#Daniel$Dana$Jimma University Institute of Health, Jimma University, Jimma, Ethiopia.#Jennifer$Keiser$Department of Medical Parasitology and Infection Biology, Swiss Tropical and Public Health Institute, Basel, Switzerland.#Leonardo F$Matoso$Laboratory of Molecular and Cellular Immunology, Research Center René Rachou-FIOCRUZ, Belo Horizonte, Brazil.#Antonio$Montresor$Department of Control of Neglected Tropical Diseases, World Health Organization, Geneva, Switzerland.#Zeleke$Mekonnen$Jimma University Institute of Health, Jimma University, Jimma, Ethiopia.#Rodrigo$CorraOliveira$Laboratory of Molecular and Cellular Immunology, Research Center René Rachou-FIOCRUZ, Belo Horizonte, Brazil.#Simone A$Pinto$Laboratory of Molecular and Cellular Immunology, Research Center René Rachou-FIOCRUZ, Belo Horizonte, Brazil.#Somphou$Sayasone$Lao Tropical and Public Health Institute, Ministry of Health, Vientiane, Lao People's Democratic Republic.#Jozef$Vercruysse$Department of Virology, Parasitology and Immunology, Ghent University, Merelbeke, Belgium.#Johnny$Vlaminck$Department of Virology, Parasitology and Immunology, Ghent University, Merelbeke, Belgium.#Bruno$Levecke$Department of Virology, Parasitology and Immunology, Ghent University, Merelbeke, Belgium."
6039,6039,2021,10,PLoS neglected tropical diseases,"High SARS-CoV-2 seroprevalence in persons experiencing homelessness and shelter workers from a day-shelter in São Paulo, Brazil","Anahi Chechia$do Couto$Graduate College of Cellular and Molecular Biology, Federal University of Paraná (UFPR), Curitiba, Paraná, Brazil.#Louise Bach$Kmetiuk$Graduate College of Cellular and Molecular Biology, Federal University of Paraná (UFPR), Curitiba, Paraná, Brazil.#Ruana Renostro$Delai$Graduate College of Cellular and Molecular Biology, Federal University of Paraná (UFPR), Curitiba, Paraná, Brazil.#Ana Prola Drulla$Brando$Department of Preventive Medicine, University of São Paulo Medical School (FMUSP), São Paulo, São Paulo, Brazil.#Cairo Oliveira$Monteiro$Department of Microbiology, Institute of Biomedical Sciences, University of São Paulo, São Paulo, Brazil.#Luciana Helena Antoniassi$da Silva$Department of Microbiology, Institute of Biomedical Sciences, University of São Paulo, São Paulo, Brazil.#Camila$Soares$Department of Microbiology, Institute of Biomedical Sciences, University of São Paulo, São Paulo, Brazil.#Alexandre Campos$Banari$Department of Microbiology, Institute of Biomedical Sciences, University of São Paulo, São Paulo, Brazil.#Renato van Wilpe$Bach$Department of Medicine, State University of Ponta Grossa, Ponta Grossa, Paraná, Brazil.#Christina$PettanBrewer$Department of Comparative Medicine, University of Washington, Seattle, Washington, United States of America.#Andrea Pires$Dos Santos$Department of Comparative Pathobiology, College of Veterinary Medicine, Purdue University, West Lafayette, Indiana, United States of America.#Ana Marcia S$Guimares$Department of Microbiology, Institute of Biomedical Sciences, University of São Paulo, São Paulo, Brazil.#Danielle Bruna Leal$Oliveira$Department of Microbiology, Institute of Biomedical Sciences, University of São Paulo, São Paulo, Brazil.#Edison Luiz$Durigon$Department of Microbiology, Institute of Biomedical Sciences, University of São Paulo, São Paulo, Brazil.#Alexander Welker$Biondo$Graduate College of Cellular and Molecular Biology, Federal University of Paraná (UFPR), Curitiba, Paraná, Brazil."
6040,6040,2021,10,PLoS pathogens,Bile acid-independent protection against Clostridioides difficile infection,"Andrea Martinez$Aguirre$Department of Biology, Texas A&M University, College Station, Texas, United States of America.#Nazli$Yalcinkaya$Baylor College of Medicine & Texas Children's Hospital, Houston, Texas, United States of America.#Qinglong$Wu$Baylor College of Medicine & Texas Children's Hospital, Houston, Texas, United States of America.#Alton$Swennes$Baylor College of Medicine & Texas Children's Hospital, Houston, Texas, United States of America.#Mary Elizabeth$Tessier$Baylor College of Medicine & Texas Children's Hospital, Houston, Texas, United States of America.#Paul$Roberts$Royal Liverpool and Broadgreen University Hospitals NHS Trust, Liverpool, United Kingdom.#Fabio$Miyajima$Royal Liverpool and Broadgreen University Hospitals NHS Trust, Liverpool, United Kingdom.#Tor$Savidge$Baylor College of Medicine & Texas Children's Hospital, Houston, Texas, United States of America.#Joseph A$Sorg$Department of Biology, Texas A&M University, College Station, Texas, United States of America."
6041,6041,2021,10,PLoS pathogens,Correction: Correction: Glutamate dehydrogenase (Gdh2)-dependent alkalization is dispensable for escape from macrophages and virulence of Candida albicans,None$None$None
6042,6042,2021,10,Science signaling,The injury response to DNA damage in live tumor cells promotes antitumor immunity,"Ganapathy$Sriram$Department of Biological Engineering, Massachusetts Institute of Technology, Cambridge, MA 02142, USA.#Lauren E$Milling$Department of Biological Engineering, Massachusetts Institute of Technology, Cambridge, MA 02142, USA.#JungKuei$Chen$Department of Biological Engineering, Massachusetts Institute of Technology, Cambridge, MA 02142, USA.#Yi Wen$Kong$Department of Biological Engineering, Massachusetts Institute of Technology, Cambridge, MA 02142, USA.#Brian A$Joughin$Department of Biological Engineering, Massachusetts Institute of Technology, Cambridge, MA 02142, USA.#Wuhbet$Abraham$David. H. Koch Institute for Integrative Cancer Research, Massachusetts Institute of Technology, Cambridge, MA 02139, USA.#Susanne$Swartwout$Department of Biological Engineering, Massachusetts Institute of Technology, Cambridge, MA 02142, USA.#Erika D$Handly$Department of Biological Engineering, Massachusetts Institute of Technology, Cambridge, MA 02142, USA.#Darrell J$Irvine$Department of Biological Engineering, Massachusetts Institute of Technology, Cambridge, MA 02142, USA.#Michael B$Yaffe$Department of Biological Engineering, Massachusetts Institute of Technology, Cambridge, MA 02142, USA."
6043,6043,2021,10,Science signaling,A savory way to gain weight,"Wei$Wong$Science Signaling, AAAS, Washington, DC 20005, USA. Email: wwong@aaas.org."
