,Unnamed: 0,pub_year,pub_month,journal_name,paper_title,author
2528,2528,2018,11,Nature communications,Megadomains and superloops form dynamically but are dispensable for X-chromosome inactivation and gene escape,"John E$Froberg$Department of Molecular Biology, Massachusetts General Hospital, Boston, 02114, MA, USA.#Stefan F$Pinter$Department of Molecular Biology, Massachusetts General Hospital, Boston, 02114, MA, USA.#Andrea J$Kriz$Department of Molecular Biology, Massachusetts General Hospital, Boston, 02114, MA, USA.#Teddy$Jgu$Department of Molecular Biology, Massachusetts General Hospital, Boston, 02114, MA, USA.#Jeannie T$Lee$Department of Molecular Biology, Massachusetts General Hospital, Boston, 02114, MA, USA. lee@molbio.mgh.harvard.edu."
2529,2529,2018,11,Nature communications,NF1 heterozygosity fosters de novo tumorigenesis but impairs malignant transformation,"JeanPhilippe$Brosseau$Department of Dermatology, University of Texas Southwestern Medical Center, Dallas, TX, 75390, USA.#ChungPing$Liao$Department of Dermatology, University of Texas Southwestern Medical Center, Dallas, TX, 75390, USA.#Yong$Wang$Department of Dermatology, University of Texas Southwestern Medical Center, Dallas, TX, 75390, USA.#Vijay$Ramani$Department of Dermatology, University of Texas Southwestern Medical Center, Dallas, TX, 75390, USA.#Travis$Vandergriff$Department of Dermatology, University of Texas Southwestern Medical Center, Dallas, TX, 75390, USA.#Michelle$Lee$Department of Dermatology, University of Texas Southwestern Medical Center, Dallas, TX, 75390, USA.#Amisha$Patel$Department of Dermatology, University of Texas Southwestern Medical Center, Dallas, TX, 75390, USA.#Kiyoshi$Ariizumi$Department of Dermatology, University of Texas Southwestern Medical Center, Dallas, TX, 75390, USA.#Lu Q$Le$Department of Dermatology, University of Texas Southwestern Medical Center, Dallas, TX, 75390, USA. lu.le@utsouthwestern.edu."
2530,2530,2018,11,Nature communications,TRIM28 protects TRIM24 from SPOP-mediated degradation and promotes prostate cancer progression,"KaWing$Fong$Division of Hematology/Oncology, Department of Medicine, Northwestern University Feinberg School of Medicine, Chicago, IL, USA.#Jonathan C$Zhao$Division of Hematology/Oncology, Department of Medicine, Northwestern University Feinberg School of Medicine, Chicago, IL, USA.#Bing$Song$Division of Hematology/Oncology, Department of Medicine, Northwestern University Feinberg School of Medicine, Chicago, IL, USA.#Bin$Zheng$Division of Hematology/Oncology, Department of Medicine, Northwestern University Feinberg School of Medicine, Chicago, IL, USA.#Jindan$Yu$Division of Hematology/Oncology, Department of Medicine, Northwestern University Feinberg School of Medicine, Chicago, IL, USA. jindan-yu@northwestern.edu."
2531,2531,2018,11,Nature communications,Single cell RNA-sequencing identifies a metabolic aspect of apoptosis in Rbf mutant,"Majd M$Ariss$Department of Biochemistry and Molecular Genetics, University of Illinois at Chicago, 900 S Ashland Avenue, Chicago, IL, 60607, USA.#Abul B M M K$Islam$Department of Genetic Engineering and Biotechnology, University of Dhaka, Dhaka, 1000, Bangladesh.#Meg$Critcher$Department of Biochemistry and Molecular Genetics, University of Illinois at Chicago, 900 S Ashland Avenue, Chicago, IL, 60607, USA.#Maria Paula$Zappia$Department of Biochemistry and Molecular Genetics, University of Illinois at Chicago, 900 S Ashland Avenue, Chicago, IL, 60607, USA.#Maxim V$Frolov$Department of Biochemistry and Molecular Genetics, University of Illinois at Chicago, 900 S Ashland Avenue, Chicago, IL, 60607, USA. mfrolov@uic.edu."
2532,2532,2018,11,Nature communications,Dual HLA B*42 and B*81-reactive T cell receptors recognize more diverse HIV-1 Gag escape variants,"Funsho$Ogunshola$Africa Health Research Institute, University of KwaZulu-Natal, Durban, South Africa.#Gursev$Anmole$Department of Molecular Biology and Biochemistry, Simon Fraser University, Burnaby, BC, V5A 1S6, Canada.#Rachel L$Miller$Faculty of Health Sciences, Simon Fraser University, Burnaby, BC, V5A 1S6, Canada.#Emily$Goering$Ragon Institute of MGH, MIT, and Harvard, Cambridge, MA, 02139, USA.#Thandeka$Nkosi$Africa Health Research Institute, University of KwaZulu-Natal, Durban, South Africa.#Daniel$Muema$Africa Health Research Institute, University of KwaZulu-Natal, Durban, South Africa.#Jaclyn$Mann$HIV Pathogenesis Programme, Doris Duke Medical Research Institute, University of KwaZulu-Natal, Durban, South Africa.#Nasreen$Ismail$HIV Pathogenesis Programme, Doris Duke Medical Research Institute, University of KwaZulu-Natal, Durban, South Africa.#Denis$Chopera$Africa Health Research Institute, University of KwaZulu-Natal, Durban, South Africa.#Thumbi$Ndungu$Africa Health Research Institute, University of KwaZulu-Natal, Durban, South Africa.#Mark A$Brockman$Department of Molecular Biology and Biochemistry, Simon Fraser University, Burnaby, BC, V5A 1S6, Canada. mark_brockman@sfu.ca.#Zaza M$Ndhlovu$Africa Health Research Institute, University of KwaZulu-Natal, Durban, South Africa. zndhlovu@mgh.harvard.edu."
2533,2533,2018,11,Nature communications,Hysteresis control of epithelial-mesenchymal transition dynamics conveys a distinct program with enhanced metastatic ability,"Toni$CeliTerrassa$Department of Molecular Biology, Princeton University, Princeton, NJ, 08544, USA.#Caleb$Bastian$Program in Applied and Computational Mathematics, Princeton University, Princeton, NJ, 08544, USA. cbastian@princeton.edu.#Daniel D$Liu$Department of Molecular Biology, Princeton University, Princeton, NJ, 08544, USA.#Brian$Ell$Department of Molecular Biology, Princeton University, Princeton, NJ, 08544, USA.#Nicole M$Aiello$Department of Molecular Biology, Princeton University, Princeton, NJ, 08544, USA.#Yong$Wei$Department of Molecular Biology, Princeton University, Princeton, NJ, 08544, USA.#Jose$Zamalloa$Department of Molecular Biology, Princeton University, Princeton, NJ, 08544, USA.#Andres M$Blanco$Department of Molecular Biology, Princeton University, Princeton, NJ, 08544, USA.#Xiang$Hang$Department of Molecular Biology, Princeton University, Princeton, NJ, 08544, USA.#Dmitriy$Kunisky$Department of Mathematics, Princeton University, Princeton, NJ, 08544, USA.#Wenyang$Li$Department of Molecular Biology, Princeton University, Princeton, NJ, 08544, USA.#Elizabeth D$Williams$School of Biomedical Sciences, Queensland University of Technology (QUT), Translational Research Institute, Brisbane, 4102, Australia.#Herschel$Rabitz$Program in Applied and Computational Mathematics, Princeton University, Princeton, NJ, 08544, USA.#Yibin$Kang$Department of Molecular Biology, Princeton University, Princeton, NJ, 08544, USA. ykang@princeton.edu."
2534,2534,2018,11,Nature communications,Macrophage-derived netrin-1 promotes abdominal aortic aneurysm formation by activating MMP3 in vascular smooth muscle cells,"Tarik$Hadi$Division of Vascular Surgery, Department of Surgery, New York University Medical Center, New York, NY, 10016, USA.#Ludovic$Boytard$Division of Vascular Surgery, Department of Surgery, New York University Medical Center, New York, NY, 10016, USA.#Michele$Silvestro$Division of Vascular Surgery, Department of Surgery, New York University Medical Center, New York, NY, 10016, USA.#Dornazsadat$Alebrahim$Division of Vascular Surgery, Department of Surgery, New York University Medical Center, New York, NY, 10016, USA.#Samson$Jacob$Department of Biochemistry and Molecular Pharmacology, New York University School of Medicine, New York, NY, 10016, USA.#Jordyn$Feinstein$Division of Vascular Surgery, Department of Surgery, New York University Medical Center, New York, NY, 10016, USA.#Krista$Barone$Division of Vascular Surgery, Department of Surgery, New York University Medical Center, New York, NY, 10016, USA.#Wes$Spiro$Leon H. Charney Division of Cardiology, Department of Medicine, New York University School of Medicine, New York, NY, 10016, USA.#Susan$Hutchison$Leon H. Charney Division of Cardiology, Department of Medicine, New York University School of Medicine, New York, NY, 10016, USA.#Russell$Simon$Division of Vascular Surgery, Department of Surgery, New York University Medical Center, New York, NY, 10016, USA.#Debra$Rateri$Department of Physiology and Saha Cardiovascular Research Center, University of Kentucky, Lexington, KY, 40506, USA.#Florence$Pinet$University of Lille, Inserm U1167, Institut Pasteur de Lille, 59019, Lille, France.#David$Fenyo$Department of Biochemistry and Molecular Pharmacology, New York University School of Medicine, New York, NY, 10016, USA.#Mark$Adelman$Division of Vascular Surgery, Department of Surgery, New York University Medical Center, New York, NY, 10016, USA.#Kathryn J$Moore$Leon H. Charney Division of Cardiology, Department of Medicine, New York University School of Medicine, New York, NY, 10016, USA.#Holger K$Eltzschig$Department of Anesthesiology, McGovern Medical School, University of Texas Health Science Center at Houston, Houston, TX, 77030, USA.#Alan$Daugherty$Department of Physiology and Saha Cardiovascular Research Center, University of Kentucky, Lexington, KY, 40506, USA.#Bhama$Ramkhelawon$Division of Vascular Surgery, Department of Surgery, New York University Medical Center, New York, NY, 10016, USA. bhama.ramkhelawon@nyumc.org."
2535,2535,2018,11,Nature communications,Clearance of maternal barriers by paternal miR159 to initiate endosperm nuclear division in Arabidopsis,"Youshang$Zhao$State Key Laboratory of Genetic Engineering, Ministry of Education Key Laboratory of Biodiversity Sciences and Ecological Engineering, Institute of Plant Biology, School of Life Sciences, Fudan University, Shanghai, 200438, China.#Songyun$Wang$State Key Laboratory of Genetic Engineering, Ministry of Education Key Laboratory of Biodiversity Sciences and Ecological Engineering, Institute of Plant Biology, School of Life Sciences, Fudan University, Shanghai, 200438, China.#Wenye$Wu$State Key Laboratory of Genetic Engineering, Ministry of Education Key Laboratory of Biodiversity Sciences and Ecological Engineering, Institute of Plant Biology, School of Life Sciences, Fudan University, Shanghai, 200438, China.#Lei$Li$State Key Laboratory of Genetic Engineering, Ministry of Education Key Laboratory of Biodiversity Sciences and Ecological Engineering, Institute of Plant Biology, School of Life Sciences, Fudan University, Shanghai, 200438, China.#Ting$Jiang$State Key Laboratory of Genetic Engineering, Ministry of Education Key Laboratory of Biodiversity Sciences and Ecological Engineering, Institute of Plant Biology, School of Life Sciences, Fudan University, Shanghai, 200438, China.#Binglian$Zheng$State Key Laboratory of Genetic Engineering, Ministry of Education Key Laboratory of Biodiversity Sciences and Ecological Engineering, Institute of Plant Biology, School of Life Sciences, Fudan University, Shanghai, 200438, China. zhengbl@fudan.edu.cn."
2536,2536,2018,11,Nature communications,"Human milk oligosaccharides, milk microbiome and infant gut microbiome modulate neonatal rotavirus infection","Sasirekha$Ramani$Department of Molecular Virology and Microbiology, Baylor College of Medicine, Houston, 77030, TX, USA. ramani@bcm.edu.#Christopher J$Stewart$Alkek Center for Metagenomics and Microbiome Research, Department of Molecular Virology and Microbiology, Baylor College of Medicine, Houston, 77030, TX, USA.#Daniel R$Laucirica$Department of Molecular Virology and Microbiology, Baylor College of Medicine, Houston, 77030, TX, USA.#Nadim J$Ajami$Alkek Center for Metagenomics and Microbiome Research, Department of Molecular Virology and Microbiology, Baylor College of Medicine, Houston, 77030, TX, USA.#Bianca$Robertson$Department of Pediatrics and Larsson-Rosenquist Foundation Mother-Milk-Infant Center of Research Excellence, University of California, San Diego, La Jolla, 92093, CA, USA.#Chloe A$Autran$Department of Pediatrics and Larsson-Rosenquist Foundation Mother-Milk-Infant Center of Research Excellence, University of California, San Diego, La Jolla, 92093, CA, USA.#Dhairyasheel$Shinge$Division of Gastrointestinal Sciences, Christian Medical College, Vellore, 632004, India.#Sandya$Rani$Division of Gastrointestinal Sciences, Christian Medical College, Vellore, 632004, India.#Sasirekha$Anandan$Division of Gastrointestinal Sciences, Christian Medical College, Vellore, 632004, India.#Liya$Hu$Verna and Marrs McLean Department of Biochemistry and Molecular Biology, Baylor College of Medicine, Houston, 77030, TX, USA.#Josephine C$Ferreon$Department of Pharmacology and Chemical Biology, Baylor College of Medicine, Houston, 77030, TX, USA.#Kurien A$Kuruvilla$Department of Neonatology, Christian Medical College, Vellore, 632004, India.#Joseph F$Petrosino$Department of Molecular Virology and Microbiology, Baylor College of Medicine, Houston, 77030, TX, USA.#B V$Venkataram Prasad$Department of Molecular Virology and Microbiology, Baylor College of Medicine, Houston, 77030, TX, USA.#Lars$Bode$Department of Pediatrics and Larsson-Rosenquist Foundation Mother-Milk-Infant Center of Research Excellence, University of California, San Diego, La Jolla, 92093, CA, USA.#Gagandeep$Kang$Division of Gastrointestinal Sciences, Christian Medical College, Vellore, 632004, India.#Mary K$Estes$Department of Molecular Virology and Microbiology, Baylor College of Medicine, Houston, 77030, TX, USA."
2537,2537,2018,11,Nature communications,Ancient Fennoscandian genomes reveal origin and spread of Siberian ancestry in Europe,"Thiseas C$Lamnidis$Department of Archaeogenetics, Max Planck Institute for the Science of Human History, 07745, Jena, Germany.#Kerttu$Majander$Department of Archaeogenetics, Max Planck Institute for the Science of Human History, 07745, Jena, Germany.#Choongwon$Jeong$Department of Archaeogenetics, Max Planck Institute for the Science of Human History, 07745, Jena, Germany.#Elina$Salmela$Department of Archaeogenetics, Max Planck Institute for the Science of Human History, 07745, Jena, Germany.#Anna$Wessman$Department of Cultures, Archaeology, University of Helsinki, PL 59 (Unioninkatu 38), 00014, Helsinki, Finland.#Vyacheslav$Moiseyev$Peter the Great Museum of Anthropology and Ethnography (Kunstkamera), Russian Academy of Sciences, University Embankment, 3, Saint Petersburg, 199034, Russia.#Valery$Khartanovich$Peter the Great Museum of Anthropology and Ethnography (Kunstkamera), Russian Academy of Sciences, University Embankment, 3, Saint Petersburg, 199034, Russia.#Oleg$Balanovsky$Vavilov Institute of General Genetics, Ulitsa Gubkina, 3, Moscow, 117971, Russia.#Matthias$Ongyerth$Max Planck Institute for Evolutionary Anthropology, Deutscher Pl. 6, 04103, Leipzig, Germany.#Antje$Weihmann$Max Planck Institute for Evolutionary Anthropology, Deutscher Pl. 6, 04103, Leipzig, Germany.#Antti$Sajantila$Department of Forensic Medicine, University of Helsinki, PL 40 (Kytösuontie 11), Helsinki, 00014, Finland.#Janet$Kelso$Max Planck Institute for Evolutionary Anthropology, Deutscher Pl. 6, 04103, Leipzig, Germany.#Svante$Pbo$Max Planck Institute for Evolutionary Anthropology, Deutscher Pl. 6, 04103, Leipzig, Germany.#Pivi$Onkamo$Department of Biosciences, University of Helsinki, PL 56 (Viikinkaari 9), 00014, Helsinki, Finland. paivi.onkamo@helsinki.fi.#Wolfgang$Haak$Department of Archaeogenetics, Max Planck Institute for the Science of Human History, 07745, Jena, Germany. haak@shh.mpg.de.#Johannes$Krause$Department of Archaeogenetics, Max Planck Institute for the Science of Human History, 07745, Jena, Germany.#Stephan$Schiffels$Department of Archaeogenetics, Max Planck Institute for the Science of Human History, 07745, Jena, Germany. schiffels@shh.mpg.de."
