,Unnamed: 0,pub_year,pub_month,journal_name,paper_title,author
0,0,2019,12,Nature chemical biology,A DNA-based fluorescent reporter maps HOCl production in the maturing phagosome,"Shareefa$Thekkan$Department of Chemistry, The University of Chicago, Chicago, IL, USA.#Maulik S$Jani$Department of Chemistry, The University of Chicago, Chicago, IL, USA.#Chang$Cui$Committee on Cancer Biology, Ben May Department for Cancer Research, The University of Chicago, Chicago, IL, USA.#Krishna$Dan$Department of Chemistry, The University of Chicago, Chicago, IL, USA.#Guolin$Zhou$Ben May Department for Cancer Research, The University of Chicago, Chicago, IL, USA.#Lev$Becker$Committee on Cancer Biology, Ben May Department for Cancer Research, The University of Chicago, Chicago, IL, USA. levb@uchicago.edu.#Yamuna$Krishnan$Department of Chemistry, The University of Chicago, Chicago, IL, USA. yamuna@uchicago.edu."
1,1,2019,7,Nature physics,Guiding self-organized pattern formation in cell polarity establishment,"Peter$Gross$BIOTEC, TU Dresden, Tatzberg 47/49, 01307, Dresden, Germany.#K Vijay$Kumar$International Centre for Theoretical Sciences, Tata Institute of Fundamental Research, Bengaluru 560089, India.#Nathan W$Goehring$The Francis Crick Institute, 1 Midland Road, London NW1 1AT, UK.#Justin S$Bois$California Institute of Technology, 1200 E California Blvd, Pasadena, CA 91125, USA.#Carsten$Hoege$Max Planck Institute of Molecular Cell Biology and Genetics, Pfotenhauerstrasse 108, 01307 Dresden, Germany.#Frank$Jlicher$Max Planck Institute for the Physics of Complex Systems, Nöthnitzer Strasse 38, 01187 Dresden, Germany.#Stephan W$Grill$BIOTEC, TU Dresden, Tatzberg 47/49, 01307, Dresden, Germany."
2,2,2019,4,Nature physics,Emergence of three-dimensional order and structure in growing biofilms,"Raimo$Hartmann$Max Planck Institute for Terrestrial Microbiology, 35043 Marburg, DE.#Praveen K$Singh$Max Planck Institute for Terrestrial Microbiology, 35043 Marburg, DE.#Philip$Pearce$Department of Mathematics, Massachusetts Institute of Technology, Cambridge, MA 02139, USA.#Rachel$Mok$Department of Mathematics, Massachusetts Institute of Technology, Cambridge, MA 02139, USA.#Boya$Song$Department of Mathematics, Massachusetts Institute of Technology, Cambridge, MA 02139, USA.#Francisco$DazPascual$Max Planck Institute for Terrestrial Microbiology, 35043 Marburg, DE.#Jrn$Dunkel$Department of Mathematics, Massachusetts Institute of Technology, Cambridge, MA 02139, USA.#Knut$Drescher$Max Planck Institute for Terrestrial Microbiology, 35043 Marburg, DE."
3,3,2018,6,PLoS computational biology,CancerInSilico: An R/Bioconductor package for combining mathematical and statistical modeling to simulate time course bulk and single cell gene expression data in cancer,"Thomas D$Sherman$Department of Oncology, Division of Biostatistics and Bioinformatics, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University, Baltimore, MD United States of America.#Luciane T$Kagohara$Department of Oncology, Division of Biostatistics and Bioinformatics, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University, Baltimore, MD United States of America.#Raymon$Cao$Department of Oncology, Division of Biostatistics and Bioinformatics, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University, Baltimore, MD United States of America.#Raymond$Cheng$Science, Math and Computer Science Magnet Program, Poolesville High School, Poolesville, MD United States of America.#Matthew$Satriano$Department of Mathematics, University of Waterloo, Waterloo, Ontario, Canada.#Michael$Considine$Department of Oncology, Division of Biostatistics and Bioinformatics, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University, Baltimore, MD United States of America.#Gabriel$Krigsfeld$Department of Oncology, Division of Biostatistics and Bioinformatics, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University, Baltimore, MD United States of America.#Ruchira$Ranaweera$Moffitt Cancer Center, Tampa, FL, United States of America.#Yong$Tang$Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC United States of America.#Sandra A$Jablonski$Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC United States of America.#Genevieve$SteinOBrien$Department of Oncology, Division of Biostatistics and Bioinformatics, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University, Baltimore, MD United States of America.#Daria A$Gaykalova$Department of Otolaryngology-Head and Neck Surgery, Johns Hopkins University School of Medicine, Baltimore, MD United States of America.#Louis M$Weiner$Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC United States of America.#Christine H$Chung$Moffitt Cancer Center, Tampa, FL, United States of America.#Elana J$Fertig$Department of Oncology, Division of Biostatistics and Bioinformatics, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University, Baltimore, MD United States of America."
4,4,2019,4,Cell metabolism,Exercise-Induced Changes in Visceral Adipose Tissue Mass Are Regulated by IL-6 Signaling: A Randomized Controlled Trial,"AnneSophie$WedellNeergaard$The Centre of Inflammation and Metabolism and the Centre for Physical Activity Research, Rigshospitalet, University of Copenhagen, 2100 Copenhagen, Denmark.#Louise$Lang Lehrskov$The Centre of Inflammation and Metabolism and the Centre for Physical Activity Research, Rigshospitalet, University of Copenhagen, 2100 Copenhagen, Denmark.#Regitse Hjgaard$Christensen$The Centre of Inflammation and Metabolism and the Centre for Physical Activity Research, Rigshospitalet, University of Copenhagen, 2100 Copenhagen, Denmark.#Grit Elster$Legaard$The Centre of Inflammation and Metabolism and the Centre for Physical Activity Research, Rigshospitalet, University of Copenhagen, 2100 Copenhagen, Denmark.#Emma$Dorph$The Centre of Inflammation and Metabolism and the Centre for Physical Activity Research, Rigshospitalet, University of Copenhagen, 2100 Copenhagen, Denmark.#Monica Korsager$Larsen$The Centre of Inflammation and Metabolism and the Centre for Physical Activity Research, Rigshospitalet, University of Copenhagen, 2100 Copenhagen, Denmark.#Natja$Launbo$The Centre of Inflammation and Metabolism and the Centre for Physical Activity Research, Rigshospitalet, University of Copenhagen, 2100 Copenhagen, Denmark.#Sabrina Ravn$Fagerlind$The Centre of Inflammation and Metabolism and the Centre for Physical Activity Research, Rigshospitalet, University of Copenhagen, 2100 Copenhagen, Denmark.#Sidsel Kofoed$Seide$The Centre of Inflammation and Metabolism and the Centre for Physical Activity Research, Rigshospitalet, University of Copenhagen, 2100 Copenhagen, Denmark.#Stine$Nymand$The Centre of Inflammation and Metabolism and the Centre for Physical Activity Research, Rigshospitalet, University of Copenhagen, 2100 Copenhagen, Denmark.#Maria$Ball$The Centre of Inflammation and Metabolism and the Centre for Physical Activity Research, Rigshospitalet, University of Copenhagen, 2100 Copenhagen, Denmark.#Nicole$Vinum$The Centre of Inflammation and Metabolism and the Centre for Physical Activity Research, Rigshospitalet, University of Copenhagen, 2100 Copenhagen, Denmark.#Camilla Noerfelt$Dahl$The Centre of Inflammation and Metabolism and the Centre for Physical Activity Research, Rigshospitalet, University of Copenhagen, 2100 Copenhagen, Denmark.#Marie$Henneberg$The Centre of Inflammation and Metabolism and the Centre for Physical Activity Research, Rigshospitalet, University of Copenhagen, 2100 Copenhagen, Denmark.#Mathias$RiedLarsen$The Centre of Inflammation and Metabolism and the Centre for Physical Activity Research, Rigshospitalet, University of Copenhagen, 2100 Copenhagen, Denmark.#Janus Damm$Nybing$Department of Radiology, Copenhagen University Hospital Bispebjerg, 2400 Copenhagen, Denmark.#Robin$Christensen$Musculoskeletal Statistics Unit, The Parker Institute, Bispebjerg and Frederiksberg Hospital, 2000 Copenhagen, Denmark; Department of Rheumatology, Odense University Hospital, 5000 Odense, Denmark.#Jaya Birgitte$Rosenmeier$Department of Cardiology, Copenhagen University Hospital Bispebjerg, Copenhagen, 2400 Copenhagen, Denmark.#Kristian$Karstoft$The Centre of Inflammation and Metabolism and the Centre for Physical Activity Research, Rigshospitalet, University of Copenhagen, 2100 Copenhagen, Denmark.#Bente Klarlund$Pedersen$The Centre of Inflammation and Metabolism and the Centre for Physical Activity Research, Rigshospitalet, University of Copenhagen, 2100 Copenhagen, Denmark.#Helga$Ellingsgaard$The Centre of Inflammation and Metabolism and the Centre for Physical Activity Research, Rigshospitalet, University of Copenhagen, 2100 Copenhagen, Denmark. Electronic address: helga.ellingsgaard@regionh.dk.#Rikke$KroghMadsen$The Centre of Inflammation and Metabolism and the Centre for Physical Activity Research, Rigshospitalet, University of Copenhagen, 2100 Copenhagen, Denmark."
5,5,2019,4,Cell metabolism,Inhibition of Mevalonate Pathway Prevents Adipocyte Browning in Mice and Men by Affecting Protein Prenylation,"Miroslav$Balaz$Institute of Food, Nutrition, and Health, ETH Zürich, Schorenstrasse 16, Schwerzenbach 8603, Switzerland.#Anton S$Becker$Institute of Food, Nutrition, and Health, ETH Zürich, Schorenstrasse 16, Schwerzenbach 8603, Switzerland; Institute of Diagnostic and Interventional Radiology, University Hospital of Zürich, Zürich, Switzerland; Department of Nuclear Medicine, University Hospital of Zürich, Rämistrasse 100, Zürich 8091, Switzerland.#Lucia$Balazova$Institute of Food, Nutrition, and Health, ETH Zürich, Schorenstrasse 16, Schwerzenbach 8603, Switzerland.#Leon$Straub$Institute of Food, Nutrition, and Health, ETH Zürich, Schorenstrasse 16, Schwerzenbach 8603, Switzerland.#Julian$Mller$Department of Nuclear Medicine, University Hospital of Zürich, Rämistrasse 100, Zürich 8091, Switzerland.#Gani$Gashi$Department of Endocrinology, Diabetology, and Metabolism, University Hospital of Basel, Petersgraben 4, Basel 4031, Switzerland.#Claudia Irene$Maushart$Department of Endocrinology, Diabetology, and Metabolism, University Hospital of Basel, Petersgraben 4, Basel 4031, Switzerland.#Wenfei$Sun$Institute of Food, Nutrition, and Health, ETH Zürich, Schorenstrasse 16, Schwerzenbach 8603, Switzerland.#Hua$Dong$Institute of Food, Nutrition, and Health, ETH Zürich, Schorenstrasse 16, Schwerzenbach 8603, Switzerland.#Caroline$Moser$Institute of Food, Nutrition, and Health, ETH Zürich, Schorenstrasse 16, Schwerzenbach 8603, Switzerland.#Carla$Horvath$Institute of Food, Nutrition, and Health, ETH Zürich, Schorenstrasse 16, Schwerzenbach 8603, Switzerland.#Vissarion$Efthymiou$Institute of Food, Nutrition, and Health, ETH Zürich, Schorenstrasse 16, Schwerzenbach 8603, Switzerland.#Yael$Rachamin$Institute of Food, Nutrition, and Health, ETH Zürich, Schorenstrasse 16, Schwerzenbach 8603, Switzerland.#Salvatore$Modica$Institute of Food, Nutrition, and Health, ETH Zürich, Schorenstrasse 16, Schwerzenbach 8603, Switzerland.#Caroline$Zellweger$Department of Nuclear Medicine, University Hospital of Zürich, Rämistrasse 100, Zürich 8091, Switzerland.#Sara$Bacanovic$Department of Nuclear Medicine, University Hospital of Zürich, Rämistrasse 100, Zürich 8091, Switzerland.#Patrik$Stefanicka$Department of Otorhinolaryngology - Head and Neck Surgery, Faculty of Medicine and University Hospital, Comenius University, Bratislava, Slovakia.#Lukas$Varga$Department of Otorhinolaryngology - Head and Neck Surgery, Faculty of Medicine and University Hospital, Comenius University, Bratislava, Slovakia; Institute of Experimental Endocrinology, Biomedical Research Center at the Slovak Academy of Sciences, Bratislava, Slovakia.#Barbara$Ukropcova$Institute of Experimental Endocrinology, Biomedical Research Center at the Slovak Academy of Sciences, Bratislava, Slovakia; Institute of Pathological Physiology, Faculty of Medicine, Comenius University, Bratislava, Slovakia.#Milan$Profant$Department of Otorhinolaryngology - Head and Neck Surgery, Faculty of Medicine and University Hospital, Comenius University, Bratislava, Slovakia.#Lennart$Opitz$Functional Genomics Center Zürich, ETH Zürich/University of Zürich, Zürich, Switzerland.#EzZoubir$Amri$Université Côte d'Azur, CNRS, Inserm, iBV, Nice, France.#Murali K$Akula$Sahlgrenska Cancer Center, Department of Medicine, University of Gothenburg, Gothenburg, Sweden.#Martin$Bergo$Sahlgrenska Cancer Center, Department of Medicine, University of Gothenburg, Gothenburg, Sweden; Department of Biosciences and Nutrition, Karolinska Institute, Huddinge, Sweden.#Jozef$Ukropec$Institute of Experimental Endocrinology, Biomedical Research Center at the Slovak Academy of Sciences, Bratislava, Slovakia.#Christian$Falk$Department of Medical Data Management, University Hospital of Zürich, Zürich, Switzerland.#Nicola$Zamboni$Department of Biology, Institute of Molecular Systems Biology, ETH Zürich, Zürich, Switzerland.#Matthias Johannes$Betz$Department of Endocrinology, Diabetology, and Metabolism, University Hospital of Basel, Petersgraben 4, Basel 4031, Switzerland. Electronic address: matthias.betz@usb.ch.#Irene A$Burger$Department of Nuclear Medicine, University Hospital of Zürich, Rämistrasse 100, Zürich 8091, Switzerland. Electronic address: irene.burger@usz.ch.#Christian$Wolfrum$Institute of Food, Nutrition, and Health, ETH Zürich, Schorenstrasse 16, Schwerzenbach 8603, Switzerland. Electronic address: christian-wolfrum@ethz.ch."
6,6,2019,4,Cell metabolism,Metabolic Imaging Reveals a Unique Preference of Symmetric Cell Division and Homing of Leukemia-Initiating Cells in an Endosteal Niche,"Xiaoxin$Hao$Department of Pathophysiology, Key Laboratory of Cell Differentiation and Apoptosis of Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, 280 South Chongqing Road, Shanghai 200025, China.#Hao$Gu$Department of Pathophysiology, Key Laboratory of Cell Differentiation and Apoptosis of Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, 280 South Chongqing Road, Shanghai 200025, China.#Chiqi$Chen$Department of Pathophysiology, Key Laboratory of Cell Differentiation and Apoptosis of Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, 280 South Chongqing Road, Shanghai 200025, China.#Dan$Huang$Department of Pathophysiology, Key Laboratory of Cell Differentiation and Apoptosis of Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, 280 South Chongqing Road, Shanghai 200025, China.#Yuzheng$Zhao$Synthetic Biology and Biotechnology Laboratory, State Key Laboratory of Bioreactor Engineering, School of Pharmacy, East China University of Science and Technology, Shanghai 200237, China.#Li$Xie$Department of Pathophysiology, Key Laboratory of Cell Differentiation and Apoptosis of Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, 280 South Chongqing Road, Shanghai 200025, China.#Yejun$Zou$Synthetic Biology and Biotechnology Laboratory, State Key Laboratory of Bioreactor Engineering, School of Pharmacy, East China University of Science and Technology, Shanghai 200237, China.#Hui Sophie$Shu$State Key Laboratory of Cell Biology, Shanghai Institute of Biochemistry and Cell Biology, Chinese Academy of Sciences, Shanghai 200031, China.#Yaping$Zhang$Department of Pathophysiology, Key Laboratory of Cell Differentiation and Apoptosis of Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, 280 South Chongqing Road, Shanghai 200025, China.#Xiaoxiao$He$Department of Pathophysiology, Key Laboratory of Cell Differentiation and Apoptosis of Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, 280 South Chongqing Road, Shanghai 200025, China.#Xiaoyun$Lai$Department of Pathophysiology, Key Laboratory of Cell Differentiation and Apoptosis of Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, 280 South Chongqing Road, Shanghai 200025, China.#Xiaocui$Zhang$Department of Pathophysiology, Key Laboratory of Cell Differentiation and Apoptosis of Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, 280 South Chongqing Road, Shanghai 200025, China.#Bo O$Zhou$State Key Laboratory of Cell Biology, Shanghai Institute of Biochemistry and Cell Biology, Chinese Academy of Sciences, Shanghai 200031, China.#Cheng Cheng$Zhang$Department of Physiology, UT Southwestern Medical Center, Dallas, TX 75390, USA.#GuoQiang$Chen$Department of Pathophysiology, Key Laboratory of Cell Differentiation and Apoptosis of Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, 280 South Chongqing Road, Shanghai 200025, China.#Zhuo$Yu$Department of Pathophysiology, Key Laboratory of Cell Differentiation and Apoptosis of Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, 280 South Chongqing Road, Shanghai 200025, China. Electronic address: yuzhuo78@shsmu.edu.cn.#Yi$Yang$Synthetic Biology and Biotechnology Laboratory, State Key Laboratory of Bioreactor Engineering, School of Pharmacy, East China University of Science and Technology, Shanghai 200237, China; Center for Excellence in Brain Science and Intelligence Technology, Institutes of Neuroscience, Chinese Academy of Sciences, Shanghai 200031, China. Electronic address: yiyang@ecust.edu.cn.#Junke$Zheng$Department of Pathophysiology, Key Laboratory of Cell Differentiation and Apoptosis of Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, 280 South Chongqing Road, Shanghai 200025, China; Shanghai Key Laboratory of Reproductive Medicine, Shanghai Jiao Tong University School of Medicine, Shanghai 200025, China. Electronic address: zhengjunke@shsmu.edu.cn."
7,7,2019,4,Cell metabolism,Mitochondrial Dynamics Is Critical for the Full Pluripotency and Embryonic Developmental Potential of Pluripotent Stem Cells,"Xiuying$Zhong$Guangzhou First People's Hospital, School of Medicine and Institutes for Life Sciences, South China University of Technology, Guangzhou 510006, China; National Engineering Research Center for Tissue Restoration and Reconstruction, South China University of Technology, Guangzhou 510006, China; Division of Molecular Medicine, Hefei National Laboratory for Physical Sciences at Microscale, the CAS Key Laboratory of Innate Immunity and Chronic Disease, School of Life Sciences, University of Science and Technology of China, Hefei 230027, China.#Peng$Cui$State Key Laboratory of Stem Cell and Reproductive Biology, Institute of Zoology, Chinese Academy of Sciences, Beijing 100101, China.#Yongping$Cai$Department of Pathology, School of Medicine, Anhui Medical University, Hefei 230022, China.#Lihua$Wang$Division of Molecular Medicine, Hefei National Laboratory for Physical Sciences at Microscale, the CAS Key Laboratory of Innate Immunity and Chronic Disease, School of Life Sciences, University of Science and Technology of China, Hefei 230027, China.#Xiaoping$He$Division of Molecular Medicine, Hefei National Laboratory for Physical Sciences at Microscale, the CAS Key Laboratory of Innate Immunity and Chronic Disease, School of Life Sciences, University of Science and Technology of China, Hefei 230027, China.#Peipei$Long$State Key Laboratory of Stem Cell and Reproductive Biology, Institute of Zoology, Chinese Academy of Sciences, Beijing 100101, China.#Kangyang$Lu$Department of Pathology, School of Medicine, Anhui Medical University, Hefei 230022, China.#Ronghui$Yan$Guangzhou First People's Hospital, School of Medicine and Institutes for Life Sciences, South China University of Technology, Guangzhou 510006, China; Division of Molecular Medicine, Hefei National Laboratory for Physical Sciences at Microscale, the CAS Key Laboratory of Innate Immunity and Chronic Disease, School of Life Sciences, University of Science and Technology of China, Hefei 230027, China; Key Laboratory of Biomedical Engineering of Guangdong Province, South China University of Technology, Guangzhou 510006, China; Key Laboratory of Biomedical Materials and Engineering of the Ministry of Education, South China University of Technology, Guangzhou 510006, China.#Ying$Zhang$State Key Laboratory of Stem Cell and Reproductive Biology, Institute of Zoology, Chinese Academy of Sciences, Beijing 100101, China.#Xin$Pan$Institute of Basic Medical Sciences, National Center of Biomedical Analysis, Beijing 100853, China.#Xiaoyang$Zhao$State Key Laboratory of Stem Cell and Reproductive Biology, Institute of Zoology, Chinese Academy of Sciences, Beijing 100101, China.#Wei$Li$State Key Laboratory of Stem Cell and Reproductive Biology, Institute of Zoology, Chinese Academy of Sciences, Beijing 100101, China.#Huafeng$Zhang$Division of Molecular Medicine, Hefei National Laboratory for Physical Sciences at Microscale, the CAS Key Laboratory of Innate Immunity and Chronic Disease, School of Life Sciences, University of Science and Technology of China, Hefei 230027, China. Electronic address: hzhang22@ustc.edu.cn.#Qi$Zhou$State Key Laboratory of Stem Cell and Reproductive Biology, Institute of Zoology, Chinese Academy of Sciences, Beijing 100101, China. Electronic address: zhouqi@ioz.ac.cn.#Ping$Gao$Guangzhou First People's Hospital, School of Medicine and Institutes for Life Sciences, South China University of Technology, Guangzhou 510006, China; National Engineering Research Center for Tissue Restoration and Reconstruction, South China University of Technology, Guangzhou 510006, China; Division of Molecular Medicine, Hefei National Laboratory for Physical Sciences at Microscale, the CAS Key Laboratory of Innate Immunity and Chronic Disease, School of Life Sciences, University of Science and Technology of China, Hefei 230027, China; Key Laboratory of Biomedical Engineering of Guangdong Province, South China University of Technology, Guangzhou 510006, China; Key Laboratory of Biomedical Materials and Engineering of the Ministry of Education, South China University of Technology, Guangzhou 510006, China; Guangzhou Regenerative Medicine and Health Guangdong Laboratory, Guangzhou 510005, China. Electronic address: pgao2@ustc.edu.cn."
8,8,2019,4,Cell metabolism,Epithelial-Mesenchymal Transition Directs Stem Cell Polarity via Regulation of Mitofusin,"MengJu$Wu$Department of Basic Medical Sciences, Purdue University, West Lafayette, IN 47907, USA; Center for Cancer Research, Purdue University, West Lafayette, IN 47907, USA.#YuSyuan$Chen$Department of Basic Medical Sciences, Purdue University, West Lafayette, IN 47907, USA; Center for Cancer Research, Purdue University, West Lafayette, IN 47907, USA.#Mi Ran$Kim$Department of Basic Medical Sciences, Purdue University, West Lafayette, IN 47907, USA; Center for Cancer Research, Purdue University, West Lafayette, IN 47907, USA.#ChaoChing$Chang$Department of Basic Medical Sciences, Purdue University, West Lafayette, IN 47907, USA; Center for Cancer Research, Purdue University, West Lafayette, IN 47907, USA.#Silpa$Gampala$Department of Basic Medical Sciences, Purdue University, West Lafayette, IN 47907, USA; Center for Cancer Research, Purdue University, West Lafayette, IN 47907, USA.#Yingsheng$Zhang$Department of Basic Medical Sciences, Purdue University, West Lafayette, IN 47907, USA; Center for Cancer Research, Purdue University, West Lafayette, IN 47907, USA.#Yueyang$Wang$Department of Basic Medical Sciences, Purdue University, West Lafayette, IN 47907, USA; Center for Cancer Research, Purdue University, West Lafayette, IN 47907, USA.#ChihYu$Chang$Department of Basic Medical Sciences, Purdue University, West Lafayette, IN 47907, USA; Center for Cancer Research, Purdue University, West Lafayette, IN 47907, USA.#JerYen$Yang$Department of Basic Medical Sciences, Purdue University, West Lafayette, IN 47907, USA; Center for Cancer Research, Purdue University, West Lafayette, IN 47907, USA.#ChunJu$Chang$Department of Basic Medical Sciences, Purdue University, West Lafayette, IN 47907, USA; Center for Cancer Research, Purdue University, West Lafayette, IN 47907, USA. Electronic address: chunjuchang@purdue.edu."
9,9,2019,3,Cell chemical biology,Optogenetic Delineation of Receptor Tyrosine Kinase Subcircuits in PC12 Cell Differentiation,"John S$Khamo$Department of Biochemistry, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA.#Vishnu V$Krishnamurthy$Department of Biochemistry, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA.#Qixin$Chen$Department of Cancer Biology, University of Cincinnati College of Medicine, Cincinnati, OH 45267, USA.#Jiajie$Diao$Department of Cancer Biology, University of Cincinnati College of Medicine, Cincinnati, OH 45267, USA. Electronic address: jiajie.diao@uc.edu.#Kai$Zhang$Department of Biochemistry, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA; Neuroscience Program, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA; Center for Biophysics and Quantitative Biology, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA. Electronic address: kaizkaiz@illinois.edu."
