,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
4,4,2019,4,Cell metabolism,Exercise-Induced Changes in Visceral Adipose Tissue Mass Are Regulated by IL-6 Signaling: A Randomized Controlled Trial,"annesophie.wedellneergaard.denmark.copenhagen,louise.lang_lehrskov.denmark.copenhagen,regitse_hjgaard.christensen.denmark.copenhagen,grit_elster.legaard.denmark.copenhagen,emma.dorph.denmark.copenhagen,monica_korsager.larsen.denmark.copenhagen,natja.launbo.denmark.copenhagen,sabrina_ravn.fagerlind.denmark.copenhagen,sidsel_kofoed.seide.denmark.copenhagen,stine.nymand.denmark.copenhagen,maria.ball.denmark.copenhagen,nicole.vinum.denmark.copenhagen,camilla_noerfelt.dahl.denmark.copenhagen,marie.henneberg.denmark.copenhagen,mathias.riedlarsen.denmark.copenhagen,janus_damm.nybing.denmark.copenhagen,robin.christensen.denmark.odense,jaya_birgitte.rosenmeier.denmark.copenhagen,kristian.karstoft.denmark.copenhagen,bente_klarlund.pedersen.denmark.copenhagen,helga.ellingsgaard.denmark.copenhagen,rikke.kroghmadsen.denmark.copenhagen"
6,6,2019,4,Cell metabolism,Metabolic Imaging Reveals a Unique Preference of Symmetric Cell Division and Homing of Leukemia-Initiating Cells in an Endosteal Niche,"xiaoxin.hao.china.shanghai,hao.gu.china.shanghai,chiqi.chen.china.shanghai,dan.huang.china.shanghai,yuzheng.zhao.china.shanghai,li.xie.china.shanghai,yejun.zou.china.shanghai,hui_sophie.shu.china.shanghai,yaping.zhang.china.shanghai,xiaoxiao.he.china.shanghai,xiaoyun.lai.china.shanghai,xiaocui.zhang.china.shanghai,bo_o.zhou.china.shanghai,guoqiang.chen.china.shanghai,zhuo.yu.china.shanghai,yi.yang.china.shanghai,junke.zheng.china.shanghai"
7,7,2019,4,Cell metabolism,Mitochondrial Dynamics Is Critical for the Full Pluripotency and Embryonic Developmental Potential of Pluripotent Stem Cells,"xiuying.zhong.china.hefei,peng.cui.china.beijing,yongping.cai.china.hefei,lihua.wang.china.hefei,xiaoping.he.china.hefei,peipei.long.china.beijing,kangyang.lu.china.hefei,ronghui.yan.china.guangzhou,ying.zhang.china.beijing,xin.pan.china.beijing,xiaoyang.zhao.china.beijing,wei.li.china.beijing,huafeng.zhang.china.hefei,qi.zhou.china.beijing,ping.gao.china.guangzhou"
10,10,2019,3,Cell chemical biology,Plasmodium PK9 Inhibitors Promote Growth of Liver-Stage Parasites,"rene.raphemot.usa.durham,amber_leigh.eubanks.usa.durham,maria.toromoreno.usa.durham,rechel_anne.geiger.usa.durham,philip_floyd.hughes.usa.durham,kuanyi.lu.usa.durham,timothy_arthur_james.haystead.usa.durham,emily_rose.derbyshire.usa.durham"
13,13,2019,3,Cell metabolism,"Combined Inhibition of DYRK1A, SMAD, and Trithorax Pathways Synergizes to Induce Robust Replication in Adult Human Beta Cells","peng.wang.usa.newyork,esra.karakose.usa.newyork,hongtao.liu.usa.newyork,ethan.swartz.usa.newyork,courtney.ackeifi.usa.newyork,viktor.zlatanic.usa.newyork,jessica.wilson.usa.newyork,bryan_j.gonzlez.usa.newyork,aaron.bender.usa.newyork,karen_k.takane.usa.newyork,dirk.homann.usa.newyork,dieter.egli.usa.newyork,carmen.argmann.usa.newyork,donald_k.scott.usa.newyork,adolfo.garciaocaa.usa.newyork,andrew_f.stewart.usa.newyork"
15,15,2019,3,Cell metabolism,Cellular Metabolism Is a Major Determinant of HIV-1 Reservoir Seeding in CD4<sup>+</sup> T Cells and Offers an Opportunity to Tackle Infection,"jos_carlos.vallecasuso.france.paris,mathieu.angin.france.paris,stevenn.volant.france.paris,caroline.passaes.france.paris,valrie.monceaux.france.paris,anastassia.mikhailova.france.paris,katia.bourdic.france.lekremlinbicetre,vronique.avettandfenoel.france.paris,faroudy.boufassa.france.lekremlinbicetre,marc.sitbon.france.montpellier,mariaisabel.thoulouze.france.paris,michaela.mllertrutwin.france.paris,nicolas.chomont.canada.montreal,asier.sezcirin.france.paris"
17,17,2019,3,Cell metabolism,The Circadian Protein Period2 Suppresses mTORC1 Activity via Recruiting Tsc1 to mTORC1 Complex,"rong.wu.china.shanghai,fabin.dang.china.shanghai,peng.li.china.shanghai,pengfei.wang.china.shanghai,qian.xu.china.harbin,zhengshuai.liu.china.shanghai,yu.li.china.shanghai,yuting.wu.china.shanghai,yaqiong.chen.china.shanghai,yi.liu.china.shanghai"
22,22,2019,3,Cell metabolism,Emerging Technologies to Image Tissue Metabolism,"vasilis.ntziachristos.germany.munich,miguel_a.pleitez.germany.munich,silvio.aime.italy.turin,kevin_m.brindle.united_kingdom.cambridge"
24,24,2019,3,Nature cell biology,N6-methyldeoxyadenine is a transgenerational epigenetic signal for mitochondrial stress adaptation,"chengchuan.ma.china.beijing,rong.niu.china.beijing,tianxiao.huang.china.beijing,liwa.shao.china.beijing,yong.peng.china.beijing,wanqiu.ding.china.beijing,ye.wang.china.beijing,guifang.jia.china.beijing,chuan.he.china.beijing,chuanyun.li.china.beijing,aibin.he.china.beijing,ying.liu.china.beijing"
26,26,2019,3,Nature chemistry,The reductive C3 functionalization of pyridinium and quinolinium salts through iridium-catalysed interrupted transfer hydrogenation,"alexandru.grozavu.united_kingdom.oxford,hamish_b.hepburn.united_kingdom.oxford,philip_j.smith.united_kingdom.oxford,harish_k.potukuchi.united_kingdom.oxford,timothy_j.donohoe.united_kingdom.oxford"
30,30,2019,3,Nature materials,Multiferroic quantum criticality,"awadhesh.narayan.switzerland.zurich,andrs.cano.switzerland.zurich,nicola_a.spaldin.switzerland.zurich"
32,32,2019,3,Nature materials,Solving mazes with single-molecule DNA navigators,"jie.chao.china.nanjing,jianbang.wang.china.shanghai,fei.wang.china.shanghai,xiangyuan.ouyang.china.shanghai,huajie.liu.china.shanghai,qian.li.china.shanghai,jiye.shi.china.shanghai,lihua.wang.china.shanghai,jun.hu.china.shanghai,lianhui.wang.china.nanjing,wei.huang.china.nanjing,chunhai.fan.china.shanghai"
34,34,2019,3,Nature microbiology,Phylogenetic barriers to horizontal transfer of antimicrobial peptide resistance genes in the human gut microbiota,"blint.kintses.hungary.szeged,orsolya.mhi.hungary.szeged,eszter.ari.hungary.szeged,mnika.szmel.hungary.szeged,dm.gyrkei.hungary.szeged,pramod_k.jangir.hungary.szeged,istvn.nagy.hungary.morahalom,ferenc.pl.hungary.szeged,gergely.fekete.hungary.szeged,roland.tenglics.hungary.szeged,kos.nyerges.hungary.szeged,istvn.lik.hungary.budapest,anita.blint.hungary.szeged,tams.molnr.hungary.szeged,balzs.blint.hungary.morahalom,blint_mrk.vsrhelyi.hungary.morahalom,misshelle.bustamante.hungary.budapest,balzs.papp.hungary.szeged,csaba.pl.hungary.szeged"
35,35,2019,3,Nature microbiology,Unexpected mode of engagement between enterovirus 71 and its receptor SCARB2,"daming.zhou.united_kingdom.oxford,yuguang.zhao.united_kingdom.oxford,abhay.kotecha.united_kingdom.oxford,elizabeth_e.fry.united_kingdom.oxford,james_t.kelly.united_kingdom.leeds,xiangxi.wang.china.beijing,zihe.rao.china.beijing,david_j.rowlands.united_kingdom.leeds,jingshan.ren.united_kingdom.oxford,david_i.stuart.united_kingdom.oxford"
43,43,2019,2,Cell chemical biology,From Discovery to Bedside: Targeting the Ubiquitin System,"ingrid_e.wertz.usa.south,xiaojing.wang.usa.south"
45,45,2019,2,Cell chemical biology,A Chemical Screen Identifies Compounds Limiting the Toxicity of C9ORF72 Dipeptide Repeats,"alba.corman.sweden.stockholm,bomi.jung.sweden.stockholm,maria.hggblad.sweden.stockholm,lars.brutigam.sweden.stockholm,vanesa.lafarga.spain.madrid,louise.lidemalm.sweden.stockholm,daniela.hhn.sweden.stockholm,jordi.carreraspuigvert.sweden.stockholm,oscar.fernandezcapetillo.spain.madrid"
47,47,2019,2,Cell chemical biology,Cross-Chemistry Leads to Product Diversity from Atromentin Synthetases in Aspergilli from Section Nigri,"elena.geib.united_kingdom.nottingham,florian.baldeweg.germany.jena,maximilian.doerfer.germany.jena,markus.nett.germany.dortmund,matthias.brock.united_kingdom.nottingham"
48,48,2019,2,Cell chemical biology,A Bacterial Expression Platform for Production of Therapeutic Proteins Containing Human-like O-Linked Glycans,"ting.du.canada.toronto,nakita.buenbrazo.canada.toronto,laura.kell.canada.toronto,sadia.rahmani.canada.toronto,lyann.sim.canada.vancouver,stephen_g.withers.canada.vancouver,warren.wakarchuk.canada.toronto"
53,53,2019,2,Cell,"Dysfunctional CD8 T Cells Form a Proliferative, Dynamically Regulated Compartment within Human Melanoma","hanjie.li.israel.rehovot,anne_m.van_der_leun.netherlands.amsterdam,ido.yofe.israel.rehovot,yaniv.lubling.israel.rehovot,dikla.gelbardsolodkin.israel.rehovot,alexander_c_j.van_akkooi.netherlands.amsterdam,marlous.van_den_braber.netherlands.amsterdam,elisa_a.rozeman.netherlands.amsterdam,john_b_a_g.haanen.netherlands.amsterdam,christian_u.blank.netherlands.amsterdam,hugo_m.horlings.netherlands.amsterdam,eyal.david.israel.rehovot,yael.baran.israel.rehovot,akhiad.bercovich.israel.rehovot,aviezer.lifshitz.israel.rehovot,ton_n.schumacher.netherlands.amsterdam,amos.tanay.israel.rehovot,ido.amit.israel.rehovot"
55,55,2019,2,Cell stem cell,Lysosomal Signaling Licenses Embryonic Stem Cell Differentiation via Inactivation of Tfe3,"florian.villegas.switzerland.basel,daphn.lehalle.france.dijon,daniela.mayer.switzerland.basel,melanie.rittirsch.switzerland.basel,michael_b.stadler.switzerland.basel,marietta.zinner.switzerland.basel,daniel.olivieri.switzerland.basel,pierre.vabres.france.dijon,laurence.duplombjego.france.dijon,eveline_s_j_m.de_bont.netherlands.groningen,yannis.duffourd.france.dijon,floor.duijkers.netherlands.amsterdam,magali.avila.france.dijon,david.genevive.france.montpellier,nada.houcinat.france.dijon,thibaud.jouan.france.dijon,paul.kuentz.france.dijon,klaske_d.lichtenbelt.netherlands.utrecht,christel.thauvinrobinet.france.dijon,judith.stonge.canada.montreal,julien.thevenon.france.dijon,koen_l_i.van_gassen.netherlands.utrecht,mieke.van_haelst.netherlands.amsterdam,silvana.van_koningsbruggen.netherlands.amsterdam,daniel.hess.switzerland.basel,sebastien_a.smallwood.switzerland.basel,jeanbaptiste.rivire.canada.montreal,laurence.faivre.france.dijon,joerg.betschinger.switzerland.basel"
56,56,2019,2,Cell stem cell,Deterministic Somatic Cell Reprogramming Involves Continuous Transcriptional Changes Governed by Myc and Epigenetic-Driven Modules,"asaf.zviran.israel.rehovot,nofar.mor.israel.rehovot,yoach.rais.israel.rehovot,hila.gingold.israel.rehovot,shani.peles.israel.rehovot,elad.chomsky.israel.rehovot,sergey.viukov.israel.rehovot,roberta.scognamiglio.germany.heidelberg,leehee.weinberger.israel.rehovot,yair_s.manor.israel.rehovot,vladislav.krupalnik.israel.rehovot,mirie.zerbib.israel.rehovot,hadas.hezroni.israel.rehovot,diego_adhemar.jaitin.israel.rehovot,david.larastiaso.israel.rehovot,shlomit.gilad.israel.rehovot,sima.benjamin.israel.rehovot,ohad.gafni.israel.rehovot,awni.mousa.israel.rehovot,muneef.ayyash.israel.rehovot,daoud.sheban.israel.rehovot,jonathan.bayerl.israel.rehovot,alejandro.aguileracastrejon.israel.rehovot,rada.massarwa.israel.rehovot,itay.maza.israel.haifa,suhair.hanna.israel.haifa,yonatan.stelzer.israel.rehovot,igor.ulitsky.israel.rehovot,amos.tanay.israel.rehovot,andreas.trumpp.germany.heidelberg,ido.amit.israel.rehovot,yitzhak.pilpel.israel.rehovot,noa.novershtern.israel.rehovot,jacob_h.hanna.israel.rehovot"
