,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
17694,17694,2018,4,PLoS computational biology,A computational study of astrocytic glutamate influence on post-synaptic neuronal excitability,"bronac.flanagan.united_kingdom.magee,liam.mcdaid.united_kingdom.magee,john.wade.united_kingdom.magee,kongfatt.wonglin.united_kingdom.magee,jim.harkin.united_kingdom.magee"
17695,17695,2018,4,PLoS computational biology,Allostery in the dengue virus NS3 helicase: Insights into the NTPase cycle from molecular simulations,"russell_b.davidson.usa.colorado,josie.hendrix.usa.colorado,brian_j.geiss.usa.colorado,martin.mccullagh.usa.colorado"
17698,17698,2018,4,PLoS computational biology,Origins of scale invariance in vocalization sequences and speech,"fatemeh.khatami.usa.connecticut,markus.whr.germany.marburg,heather_l.read.usa.connecticut,monty_a.escab.usa.connecticut"
17700,17700,2018,4,PLoS genetics,Transcription factor HAT1 is a substrate of SnRK2.3 kinase and negatively regulates ABA synthesis and signaling in Arabidopsis responding to drought,"wenrong.tan.china.chengdu,dawei.zhang.china.chengdu,huapeng.zhou.china.chengdu,ting.zheng.china.chengdu,honghui.lin.china.chengdu"
17702,17702,2018,4,PLoS genetics,Targeted next generation sequencing identifies functionally deleterious germline mutations in novel genes in early-onset/familial prostate cancer,"paula.paulo.portugal.porto,sofia.maia.portugal.porto,carla.pinto.portugal.porto,pedro.pinto.portugal.porto,augusta.monteiro.portugal.porto,ana.peixoto.portugal.porto,manuel_r.teixeira.portugal.porto"
17703,17703,2018,4,PLoS genetics,Cytokinin stabilizes WUSCHEL by acting on the protein domains required for nuclear enrichment and transcription,"stephen_a.snipes.usa.california,kevin.rodriguez.usa.california,aaron_e.devries.usa.california,kaori_n.miyawaki.usa.california,mariano.perales.usa.california,mingtang.xie.usa.california,g_venugopala.reddy.usa.california"
17704,17704,2018,4,PLoS genetics,Cyclic di-AMP regulation of osmotic homeostasis is essential in Group B Streptococcus,"laura.devaux.france.paris,dona.sleiman.france.paris,mariavittoria.mazzuoli.france.paris,myriam.gominet.france.paris,patrick.trieucuot.france.paris,pierrealexandre.kaminski.france.paris,arnaud.firon.france.paris"
17707,17707,2018,4,PLoS neglected tropical diseases,Profiling extracellular vesicle release by the filarial nematode Brugia malayi reveals sex-specific differences in cargo and a sensitivity to ivermectin,"hiruni.harischandra.usa.iowa,wang.yuan.usa.iowa,hannah_j.loghry.usa.iowa,mostafa.zamanian.usa.wisconsin,michael_j.kimber.usa.iowa"
17708,17708,2018,4,PLoS neglected tropical diseases,Replication-incompetent rabies virus vector harboring glycoprotein gene of lymphocytic choriomeningitis virus (LCMV) protects mice from LCMV challenge,"mutsuyo.takayamaito.japan.tokyo,changkweng.lim.japan.tokyo,yukie.yamaguchi.japan.tokyo,guillermo.posadasherrera.japan.tokyo,hirofumi.kato.japan.tokyo,itoe.iizuka.japan.tokyo,md_taimur.islam.japan.tokyo,kinjiro.morimoto.japan.hiroshima,masayuki.saijo.japan.tokyo"
17710,17710,2018,4,PLoS neglected tropical diseases,"The impact of school water, sanitation, and hygiene improvements on infectious disease using serum antibody detection","anna_n.chard.usa.georgia,victoria.trinies.usa.georgia,delynn_m.moss.usa.georgia,howard_h.chang.usa.georgia,patrick_j.lammie.usa.georgia,matthew_c.freeman.usa.georgia"
17715,17715,2018,4,Nature communications,Gold nanocrystal-mediated sliding of doublet DNA origami filaments,"maximilian_j.urban.germany.stuttgart,steffen.both.germany.stuttgart,chao.zhou.germany.stuttgart,anton.kuzyk.germany.stuttgart,thomas.weiss.germany.stuttgart,na.liu.germany.stuttgart"
17716,17716,2018,4,Nature communications,Rapid increase in atmospheric iodine levels in the North Atlantic since the mid-20th century,"carlos_a.cuevas.spain.madrid,niccol.maffezzoli.denmark.copenhagen,juan_pablo.corella.spain.madrid,andrea.spolaor.italy.venice,paul.vallelonga.denmark.copenhagen,helle_a.kjr.denmark.copenhagen,marius.simonsen.denmark.copenhagen,mai.winstrup.denmark.copenhagen,bo.vinther.denmark.copenhagen,rafael_p.fernandez.argentina.mendoza,carlo.barbante.italy.venice,alfonso.saizlopez.spain.madrid"
17718,17718,2018,4,Nature communications,Decoding the influence of anticipatory states on visual perception in the presence of temporal distractors,"freek.van_ede.united_kingdom.oxford,sammi_r.chekroud.united_kingdom.oxford,mark_g.stokes.united_kingdom.oxford,anna_c.nobre.united_kingdom.oxford"
