,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
22747,22747,2018,2,Nature microbiology,Deep sequencing of HIV-1 reverse transcripts reveals the multifaceted antiviral functions of APOBEC3G,"darja.pollpeter.united_kingdom.london,maddy.parsons.united_kingdom.london,andrew_e.sobala.united_kingdom.london,sashika.coxhead.united_kingdom.london,rupert_d.lang.united_kingdom.london,stelios.papaioannou.united_kingdom.london,james_m.mcdonnell.united_kingdom.london,luis.apolonia.united_kingdom.london,jamil_a.chowdhury.united_kingdom.london,michael_h.malim.united_kingdom.london"
22754,22754,2018,2,Nature nanotechnology,An adaptive supramolecular hydrogel comprising self-sorting double nanofibre networks,"hajime.shigemitsu.japan.kyoto,takahiro.fujisaku.japan.kyoto,wataru.tanaka.japan.kyoto,ryou.kubota.japan.kyoto,saori.minami.japan.kyoto,kenji.urayama.japan.kyoto,itaru.hamachi.japan.kyoto"
22756,22756,2018,2,Nature nanotechnology,A quantum-dot spin qubit with coherence limited by charge noise and fidelity higher than 99.9,"jun.yoneda.japan.saitama,kenta.takeda.japan.saitama,tomohiro.otsuka.japan.saitama,takashi.nakajima.japan.saitama,matthieu_r.delbecq.japan.saitama,giles.allison.japan.saitama,takumu.honda.japan.tokyo,tetsuo.kodera.japan.tokyo,shunri.oda.japan.tokyo,yusuke.hoshi.japan.tokyo,noritaka.usami.japan.nagoya,kohei_m.itoh.japan.yokohama,seigo.tarucha.japan.saitama"
22760,22760,2018,2,Nature nanotechnology,A few-layer molecular film on polymer substrates to enhance the performance of organic devices,"tomoyuki.yokota.japan.tokyo,takashi.kajitani.japan.tokyo,ren.shidachi.japan.tokyo,takeyoshi.tokuhara.japan.tokyo,martin.kaltenbrunner.japan.tokyo,yoshiaki.shoji.japan.yokohama,fumitaka.ishiwari.japan.yokohama,tsuyoshi.sekitani.japan.tokyo,takanori.fukushima.japan.tokyo,takao.someya.japan.tokyo"
22761,22761,2018,2,Nature nanotechnology,Peltier cooling at molecular scale,"keehoon.kang.south_korea.seoul,takhee.lee.south_korea.seoul"
22763,22763,2018,2,Nature nanotechnology,Reactive tunnel junctions in electrically driven plasmonic nanorod metamaterials,"pan.wang.united_kingdom.london,alexey_v.krasavin.united_kingdom.london,mazhar_e.nasir.united_kingdom.london,wayne.dickson.united_kingdom.london,anatoly_v.zayats.united_kingdom.london"
22764,22764,2018,2,Nature nanotechnology,Direct-current triboelectricity generation by a sliding Schottky nanocontact on MoS<sub>2</sub> multilayers,"jun.liu.canada.edmonton,ankur.goswami.canada.edmonton,keren.jiang.canada.edmonton,faheem.khan.canada.edmonton,seokbeom.kim.south_korea.seoul,ryan.mcgee.canada.edmonton,zhi.li.canada.edmonton,zhiyu.hu.china.shanghai,jungchul.lee.south_korea.seoul,thomas.thundat.canada.edmonton"
22765,22765,2018,2,Nature nanotechnology,Thermoelectric spin voltage in graphene,"juan_f.sierra.spain.barcelona,ingmar.neumann.spain.barcelona,jo.cuppens.spain.barcelona,bart.raes.spain.barcelona,marius_v.costache.spain.barcelona,sergio_o.valenzuela.spain.barcelona"
22766,22766,2018,2,Nature nanotechnology,Humidity-controlled rectification switching in ruthenium-complex molecular junctions,"huseyin.atesci.netherlands.leiden,veerabhadrarao.kaliginedi.netherlands.leiden,jose_a.celis_gil.netherlands.delft,hiroaki.ozawa.japan.tokyo,joseph_m.thijssen.netherlands.delft,peter.broekmann.switzerland.bern,masaaki.haga.japan.tokyo,sense_jan.van_der_molen.netherlands.leiden"
22771,22771,2018,2,Nature neuroscience,Skip the salt: your brain might thank you,"mohammed_a.shaik.usa.newyork,elizabeth_m_c.hillman.usa.newyork"
22777,22777,2018,2,Nature neuroscience,Conserved properties of dentate gyrus neurogenesis across postnatal development revealed by single-cell RNA sequencing,"hannah.hochgerner.sweden.stockholm,amit.zeisel.sweden.stockholm,peter.lnnerberg.sweden.stockholm,sten.linnarsson.sweden.stockholm"
22778,22778,2018,2,Nature neuroscience,Dietary salt promotes neurovascular and cognitive dysfunction through a gut-initiated TH17 response,"giuseppe.faraco.usa.newyork,david.brea.usa.newyork,lidia.garciabonilla.usa.newyork,gang.wang.usa.newyork,gianfranco.racchumi.usa.newyork,haejoo.chang.usa.newyork,izaskun.buendia.usa.newyork,monica_m.santisteban.usa.newyork,steven_g.segarra.usa.newyork,kenzo.koizumi.usa.newyork,yukio.sugiyama.usa.newyork,michelle.murphy.usa.newyork,joseph.anrather.usa.newyork,costantino.iadecola.usa.newyork"
22780,22780,2018,2,Nature neuroscience,Studying and modifying brain function with non-invasive brain stimulation,"rafael.polana.switzerland.zurich,michael_a.nitsche.germany.dortmund,christian_c.ruff.switzerland.zurich"
22781,22781,2018,2,Nature neuroscience,Hexadirectional coding of visual space in human entorhinal cortex,"matthias.nau.norway.trondheim,tobias.navarro_schrder.norway.trondheim,jacob_l_s.bellmund.norway.trondheim,christian_f.doeller.norway.trondheim"
22783,22783,2018,2,Nature neuroscience,Mutations in Vps15 perturb neuronal migration in mice and are associated with neurodevelopmental disease in humans,"thomas.gstrein.austria.vienna,andrew.edwards.united_kingdom.oxford,anna.pistoupilov.czech_republic.prague,ines.leca.austria.vienna,martin.breuss.austria.vienna,sandra.pilatcarotta.austria.vienna,andi_h.hansen.austria.vienna,ratna.tripathy.austria.vienna,anna_k.traunbauer.austria.vienna,tobias.hochstoeger.austria.vienna,gavril.rosoklija.austria.vienna,marco.repic.austria.vienna,lukas.landler.austria.vienna,viktor.strneck.czech_republic.prague,gerhard.drnberger.austria.vienna,johannes.zuber.austria.vienna,jonathan.flint.united_kingdom.oxford,tomas.honzik.czech_republic.prague,marta.gut.spain.barcelona,sergi.beltran.spain.barcelona,karl.mechtler.austria.vienna,stanislav.kmoch.czech_republic.prague,ivo.gut.spain.barcelona,david_a.keays.austria.vienna"
22789,22789,2018,2,Nature plants,Plant behaviour from human imprints and the cultivation of wild cereals in Holocene Sahara,"anna_maria.mercuri.italy.modena,rita.fornaciari.italy.modena,marina.gallinaro.italy.rome,stefano.vanin.united_kingdom.huddersfield,savino.di_lernia.italy.rome"
