,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
2532,2532,2018,11,Nature communications,Dual HLA B*42 and B*81-reactive T cell receptors recognize more diverse HIV-1 Gag escape variants,"funsho.ogunshola.south_africa.durban,gursev.anmole.canada.burnaby,rachel_l.miller.canada.burnaby,thandeka.nkosi.south_africa.durban,daniel.muema.south_africa.durban,jaclyn.mann.south_africa.durban,nasreen.ismail.south_africa.durban,denis.chopera.south_africa.durban,thumbi.ndungu.south_africa.durban,mark_a.brockman.canada.burnaby,zaza_m.ndhlovu.south_africa.durban"
2534,2534,2018,11,Nature communications,Macrophage-derived netrin-1 promotes abdominal aortic aneurysm formation by activating MMP3 in vascular smooth muscle cells,"tarik.hadi.usa.newyork,ludovic.boytard.usa.newyork,michele.silvestro.usa.newyork,dornazsadat.alebrahim.usa.newyork,samson.jacob.usa.newyork,jordyn.feinstein.usa.newyork,krista.barone.usa.newyork,wes.spiro.usa.newyork,susan.hutchison.usa.newyork,russell.simon.usa.newyork,florence.pinet.france.lille,david.fenyo.usa.newyork,mark.adelman.usa.newyork,kathryn_j.moore.usa.newyork,bhama.ramkhelawon.usa.newyork"
2535,2535,2018,11,Nature communications,Clearance of maternal barriers by paternal miR159 to initiate endosperm nuclear division in Arabidopsis,"youshang.zhao.china.shanghai,songyun.wang.china.shanghai,wenye.wu.china.shanghai,lei.li.china.shanghai,ting.jiang.china.shanghai,binglian.zheng.china.shanghai"
2537,2537,2018,11,Nature communications,Ancient Fennoscandian genomes reveal origin and spread of Siberian ancestry in Europe,"thiseas_c.lamnidis.germany.jena,kerttu.majander.germany.jena,choongwon.jeong.germany.jena,elina.salmela.germany.jena,anna.wessman.finland.helsinki,vyacheslav.moiseyev.russia.saintpetersburg,valery.khartanovich.russia.saintpetersburg,oleg.balanovsky.russia.moscow,matthias.ongyerth.germany.leipzig,antje.weihmann.germany.leipzig,antti.sajantila.finland.helsinki,janet.kelso.germany.leipzig,svante.pbo.germany.leipzig,pivi.onkamo.finland.helsinki,wolfgang.haak.germany.jena,johannes.krause.germany.jena,stephan.schiffels.germany.jena"
2538,2538,2018,11,Nature communications,Efficient solar-driven electrocatalytic CO<sub>2</sub> reduction in a redox-medium-assisted system,"yuhang.wang.china.shanghai,junlang.liu.china.shanghai,yifei.wang.china.shanghai,yonggang.wang.china.shanghai,gengfeng.zheng.china.shanghai"
2540,2540,2018,11,Nature communications,Pd(OAc)<sub>2</sub>-catalyzed asymmetric hydrogenation of sterically hindered N-tosylimines,"jianzhong.chen.china.shanghai,zhenfeng.zhang.china.shanghai,bowen.li.china.shanghai,feilong.li.china.shanghai,yulin.wang.china.shanghai,min.zhao.china.shanghai,ilya_d.gridnev.japan.sendai,tsuneo.imamoto.japan.chiba,wanbin.zhang.china.shanghai"
2541,2541,2018,11,Nature communications,MFF-dependent mitochondrial fission regulates presynaptic release and axon branching by limiting axonal mitochondria size,"tommy_l.lewis.usa.newyork,seokkyu.kwon.usa.newyork,annie.lee.usa.newyork,franck.polleux.usa.newyork"
2542,2542,2018,11,Nature communications,Vasculogenic mimicry formation in EBV-associated epithelial malignancies,"tong.xiang.china.guangzhou,yuxin.lin.china.guangzhou,wenlong.ma.china.beijing,haojiong.zhang.china.guangzhou,keming.chen.china.guangzhou,guiping.he.china.guangzhou,xiao.zhang.china.guangzhou,miao.xu.china.guangzhou,qisheng.feng.china.guangzhou,mingyuan.chen.china.guangzhou,musheng.zeng.china.guangzhou,yixin.zeng.china.guangzhou,lin.feng.china.guangzhou"
2543,2543,2018,11,Nature communications,Differentiation between enamines and tautomerizable imines in the oxidation reaction with TEMPO,"xiaoming.jie.china.fuzhou,yaping.shang.china.fuzhou,zhening.chen.china.fuzhou,xiaofeng.zhang.china.fuzhou,wei.zhuang.china.fuzhou,weiping.su.china.fuzhou"
2547,2547,2018,11,Nature communications,A CRISPR-Cas9-triggered strand displacement amplification method for ultrasensitive DNA detection,"wenhua.zhou.china.shenzhen,li.hu.china.shenzhen,liming.ying.united_kingdom.london,zhen.zhao.china.shenzhen,paul_k.chu.china.hongkong,xuefeng.yu.china.shenzhen"
