,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
2572,2572,2021,11,Nature communications,Network medicine for disease module identification and drug repurposing with the NeDRex platform,"sepideh.sadegh.germany.munich,james.skelton.united_kingdom.newcastle,elisa.anastasi.united_kingdom.newcastle,judith.bernett.germany.munich,david_b.blumenthal.germany.erlangen,gihanna.galindez.germany.braunschweig,marisol.salgadoalbarrn.germany.munich,olga.lazareva.germany.munich,keith.flanagan.united_kingdom.newcastle,simon.cockell.united_kingdom.newcastle,cristian.nogales.netherlands.maastricht,ana_i.casas.netherlands.maastricht,harald_h_h_w.schmidt.netherlands.maastricht,jan.baumbach.germany.hamburg,anil.wipat.united_kingdom.newcastle,tim.kacprowski.germany.braunschweig"
2573,2573,2021,11,Nature communications,Heterogeneous recruitment abilities to RNA polymerases generate nonlinear scaling of gene expression with cell volume,"qirun.wang.china.beijing,jie.lin.china.beijing"
2578,2578,2021,11,Nature materials,Atomic-scale observation of non-classical nucleation-mediated phase transformation in a titanium alloy,"xiaoqian.fu.china.hangzhou,xudong.wang.china.xian,beikai.zhao.china.hangzhou,qinghua.zhang.china.beijing,suyang.sun.china.xian,jiangjing.wang.china.xian,wei.zhang.china.xian,lin.gu.china.beijing,yangsheng.zhang.china.beijing,wenzheng.zhang.china.beijing,wen.wen.china.shanghai,ze.zhang.china.hangzhou,qian.yu.china.hangzhou,en.ma.china.xian"
2580,2580,2021,11,Nature nanotechnology,Scalable two-step annealing method for preparing ultra-high-density single-atom catalyst libraries,"xiao.hai.singapore.singapore,shibo.xi.singapore.singapore,sharon.mitchell.switzerland.zurich,karim.harrath.china.shenzhen,haomin.xu.singapore.singapore,dario_faust.akl.switzerland.zurich,debin.kong.china.beijing,jing.li.singapore.singapore,zejun.li.singapore.singapore,tao.sun.singapore.singapore,huimin.yang.singapore.singapore,yige.cui.singapore.singapore,chenliang.su.china.shenzhen,xiaoxu.zhao.singapore.singapore,jun.li.china.shenzhen,javier.prezramrez.switzerland.zurich,jiong.lu.singapore.singapore"
2589,2589,2021,11,Cell,Unrealized potential from smaller institutions: Four strategies for advancing STEM diversity,"monessha.jayabalan.usa.washington,madeline_e.caballero.usa.washington,alyssa_d.cordero.usa.washington,brandyn_m.white.usa.washington,kathryn_c.asalone.usa.washington,madison_m.moore.usa.washington,esohe_g.irabor.usa.washington,shari_e.watkins.usa.washington,kathryn_b.waltersconte.usa.washington,alexandra.taraboletti.usa.washington,matthew_r.hartings.usa.washington,brenda_y.chow.usa.washington,bushra_a.saeed.usa.washington,john_r.bracht.usa.washington"
2590,2590,2021,11,Cell,Reply to Over-celling fetal microbial exposure,"archita.mishra.singapore.singapore,leong_jing.yao.singapore.singapore,martin.wasser.singapore.singapore,costerwell.khyriem.singapore.singapore,benoit.malleret.singapore.singapore,salvatore.albani.singapore.singapore,jerry_kok_yen.chan.singapore.singapore,florent.ginhoux.china.shanghai"
2591,2591,2021,11,Cell,Over-celling fetal microbial exposure,"katherine_m.kennedy.canada.hamilton,christian_j.bellissimo.canada.hamilton,jessica_a.breznik.canada.hamilton,jon.barrett.canada.hamilton,thorsten.braun.germany.berlin,marcus.de_goffau.united_kingdom.cambridge,michal_a.elovitz.usa.pennsylvania,markus_m.heimesaat.germany.berlin,omry.koren.israel.safed,laura.rossi.canada.hamilton,nicola.segata.italy.trento,michael_g.surette.canada.hamilton,jens.walter.ireland.cork,deborah_m.sloboda.canada.hamilton"
2593,2593,2021,11,Cell,De novo deletions and duplications at recombination hotspots in mouse germlines,"agnieszka.lukaszewicz.usa.newyork,julian.lange.usa.newyork,scott.keeney.usa.newyork,maria.jasin.usa.newyork"
2597,2597,2021,11,Cell,Insular cortex neurons encode and retrieve specific immune responses,"tamar.koren.israel.haifa,reee.yifa.israel.haifa,mariam.amer.israel.haifa,maria.krot.israel.haifa,nadia.boshnak.israel.haifa,tamar_l.benshaanan.usa.california,hilla.azulaydebby.israel.haifa,itay.zalayat.israel.haifa,eden.avishai.israel.haifa,haitham.hajjo.israel.haifa,maya.schiller.israel.haifa,hedva.haykin.israel.haifa,dorit.farfara.israel.haifa,fahed.hakim.israel.nazareth,kobi.rosenblum.israel.haifa,asya.rolls.israel.haifa"
2599,2599,2021,11,Nature communications,Promoting ethylene production over a wide potential window on Cu crystallites induced and stabilized via current shock and charge delocalization,"hao.sun.china.suzhou,ling.chen.australia.adelaide,likun.xiong.china.suzhou,kun.feng.china.suzhou,yufeng.chen.china.suzhou,xiang.zhang.china.suzhou,xuzhou.yuan.china.suzhou,baiyu.yang.china.suzhou,zhao.deng.china.suzhou,yu.liu.china.suzhou,mark_h.rmmeli.china.suzhou,jun.zhong.china.suzhou,yan.jiao.australia.adelaide,yang.peng.china.suzhou"
2600,2600,2021,11,Nature communications,Synergistic insights into human health from aptamer- and antibody-based proteomic profiling,"maik.pietzner.united_kingdom.cambridge,eleanor.wheeler.united_kingdom.cambridge,julia.carrascozanini.united_kingdom.cambridge,nicola_d.kerrison.united_kingdom.cambridge,erin.oerton.united_kingdom.cambridge,mine.koprulu.united_kingdom.cambridge,jianan.luan.united_kingdom.cambridge,aroon_d.hingorani.united_kingdom.london,nicholas_j.wareham.united_kingdom.cambridge,claudia.langenberg.united_kingdom.cambridge"
2603,2603,2021,11,Nature communications,Mechanisms for destabilisation of RNA viruses at air-water and liquid-liquid interfaces,"c_a.brackley.united_kingdom.edinburgh,a.lips.united_kingdom.edinburgh,a.morozov.united_kingdom.edinburgh,w_c_k.poon.united_kingdom.edinburgh,d.marenduzzo.united_kingdom.edinburgh"
2604,2604,2021,11,Nature communications,Nuclear-capture of endosomes depletes nuclear G-actin to promote SRF/MRTF activation and cancer cell invasion,"sergi.marco.united_kingdom.glasgow,matthew.neilson.united_kingdom.glasgow,madeleine.moore.united_kingdom.glasgow,arantxa.perezgarcia.united_kingdom.glasgow,holly.hall.united_kingdom.glasgow,louise.mitchell.united_kingdom.glasgow,sergio.lilla.united_kingdom.glasgow,giovani_r.blanco.united_kingdom.glasgow,ann.hedley.united_kingdom.glasgow,sara.zanivan.united_kingdom.glasgow,jim_c.norman.united_kingdom.glasgow"
2606,2606,2021,11,Nature communications,Heterozygous missense variant of the proteasome subunit β-type 9 causes neonatal-onset autoinflammation and immunodeficiency,"nobuo.kanazawa.japan.wakayama,hiroaki.hemmi.japan.wakayama,hidenori.ohnishi.japan.gifu,jun.hamazaki.japan.tokyo,hiroyuki.mishima.japan.nagasaki,akira.kinoshita.japan.nagasaki,tsunehiro.mizushima.japan.himeji,norio.kawamoto.japan.gifu,saori.kadowaki.japan.gifu,yoshitaka.honda.japan.kyoto,kazushi.izawa.japan.kyoto,ryuta.nishikomori.japan.kurume,miyuki.tsumura.japan.hiroshima,yusuke.yamashita.japan.wakayama,shinobu.tamura.japan.wakayama,takashi.orimo.japan.wakayama,toshiya.ozasa.japan.wakayama,takashi.kato.japan.wakayama,izumi.sasaki.japan.wakayama,yuri.fukudaohta.japan.wakayama,naoko.wakakinishiyama.japan.wakayama,yutaka.inaba.japan.wakayama,kayo.kunimoto.japan.wakayama,satoshi.okada.japan.hiroshima,takeshi.taketani.japan.izumo,shigeo.murata.japan.tokyo,kohichiro.yoshiura.japan.nagasaki,tsuneyasu.kaisho.japan.wakayama"
2607,2607,2021,11,Nature communications,Unveiling the key factor for the phase reconstruction and exsolved metallic particle distribution in perovskites,"hyunmin.kim.south_korea.ulsan,chaesung.lim.south_korea.pohang,jinkyung.oh.south_korea.ulsan,matthew_t.curnan.south_korea.pohang,hu_young.jeong.south_korea.ulsan,jeong_woo.han.south_korea.pohang,guntae.kim.south_korea.ulsan"
2608,2608,2021,11,Nature communications,Theory of branching morphogenesis by local interactions and global guidance,"mehmet_can.uar.austria.klosterneuburg,dmitrii.kamenev.sweden.stockholm,kazunori.sunadome.sweden.stockholm,dominik.fachet.austria.klosterneuburg,francois.lallemend.sweden.stockholm,igor.adameyko.sweden.stockholm,saida.hadjab.sweden.stockholm,edouard.hannezo.austria.klosterneuburg"
