,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
23150,23150,2021,2,Nature metabolism,Author Correction: Liver macrophages regulate systemic metabolism through non-inflammatory factors,"cecilia.morgantini.sweden.huddinge,jennifer.jager.sweden.huddinge,xidan.li.sweden.huddinge,laura.levi.sweden.huddinge,valerio.azzimato.sweden.huddinge,andr.sulen.sweden.huddinge,emelie.barreby.sweden.huddinge,connie.xu.sweden.huddinge,michaela.tencerova.denmark.odense,erik.nslund.sweden.stockholm,chanchal.kumar.sweden.huddinge,francisco.verdeguer.switzerland.zurich,sara.straniero.sweden.stockholm,kjell.hultenby.sweden.huddinge,niklas_k.bjrkstrm.sweden.stockholm,ewa.ellis.sweden.huddinge,mikael.rydn.sweden.huddinge,claudia.kutter.sweden.stockholm,tracey.hurrell.sweden.solna,volker_m.lauschke.sweden.solna,myriam.aouadi.sweden.huddinge"
23151,23151,2021,2,Nature metabolism,Metabolic Messengers: glucagon-like peptide 1,"fiona_m.gribble.united_kingdom.cambridge,frank.reimann.united_kingdom.cambridge"
23156,23156,2021,2,Nature methods,"Publisher Correction: Miniature two-photon microscopy for enlarged field-of-view, multi-plane and long-term brain imaging","weijian.zong.china.beijing,runlong.wu.china.beijing,shiyuan.chen.china.beijing,junjie.wu.china.beijing,hanbin.wang.china.beijing,zhe.zhao.china.beijing,guoqing.chen.china.beijing,rui.tu.china.beijing,danlei.wu.china.beijing,yanhui.hu.china.beijing,yangyang.xu.china.beijing,yao.wang.china.beijing,zhuoli.duan.china.guangzhou,haitao.wu.china.beijing,yunfeng.zhang.china.beijing,jue.zhang.china.beijing,aimin.wang.china.beijing,liangyi.chen.china.beijing,heping.cheng.china.beijing"
23159,23159,2021,2,Nature methods,Evaluation and development of deep neural networks for image super-resolution in optical microscopy,"chang.qiao.china.beijing,di.li.china.beijing,yuting.guo.china.beijing,chong.liu.china.beijing,tao.jiang.china.beijing,qionghai.dai.china.beijing,dong.li.china.beijing"
23162,23162,2021,2,Nature methods,Exosome detection via the ultrafast-isolation system: EXODUS,"yuchao.chen.china.wenzhou,qingfu.zhu.china.wenzhou,liming.cheng.china.wuhan,yong.wang.china.wenzhou,meng.li.china.xian,qinsi.yang.china.wenzhou,liang.hu.china.wenzhou,doudou.lou.china.wenzhou,jiaoyuan.li.china.wuhan,fei.liu.china.wenzhou"
23164,23164,2021,2,Nature methods,A practical guide to cancer subclonal reconstruction from DNA sequencing,"maxime.tarabichi.united_kingdom.london,adriana.salcedo.canada.toronto,amit_g.deshwar.canada.toronto,mire.ni_leathlobhair.united_kingdom.oxford,jeff.wintersinger.canada.toronto,david_c.wedge.united_kingdom.oxford,peter.van_loo.united_kingdom.london,quaid_d.morris.canada.toronto,paul_c.boutros.canada.toronto"
23165,23165,2021,2,Nature methods,nnU-Net: a self-configuring method for deep learning-based biomedical image segmentation,"fabian.isensee.germany.heidelberg,paul_f.jaeger.germany.heidelberg,simon_a_a.kohl.germany.heidelberg,jens.petersen.germany.heidelberg,klaus_h.maierhein.germany.heidelberg"
23168,23168,2021,2,Nature microbiology,Publisher Correction: Genomic epidemiology reveals multiple introductions of SARS-CoV-2 from mainland Europe into Scotland,"ana.da_silva_filipe.united_kingdom.glasgow,james_g.shepherd.united_kingdom.glasgow,thomas.williams.united_kingdom.edinburgh,joseph.hughes.united_kingdom.glasgow,elihu.arandaycortes.united_kingdom.glasgow,patawee.asamaphan.united_kingdom.glasgow,shirin.ashraf.united_kingdom.glasgow,carlos.balcazar.united_kingdom.edinburgh,kirstyn.brunker.united_kingdom.glasgow,alasdair.campbell.united_kingdom.edinburgh,stephen.carmichael.united_kingdom.glasgow,chris.davis.united_kingdom.glasgow,rebecca.dewar.united_kingdom.edinburgh,michael_d.gallagher.united_kingdom.edinburgh,rory.gunson.united_kingdom.glasgow,verity.hill.united_kingdom.edinburgh,antonia.ho.united_kingdom.glasgow,ben.jackson.united_kingdom.edinburgh,edward.james.united_kingdom.melrose,natasha.jesudason.united_kingdom.glasgow,natasha.johnson.united_kingdom.glasgow,e_carol.mcwilliam_leitch.united_kingdom.glasgow,kathy.li.united_kingdom.glasgow,alasdair.maclean.united_kingdom.glasgow,daniel.mair.united_kingdom.glasgow,john_t.mccrone.united_kingdom.edinburgh,sarah_e.mcdonald.united_kingdom.glasgow,martin_p.mchugh.united_kingdom.edinburgh,a_keith.morris.united_kingdom.kirkcaldy,jenna.nichols.united_kingdom.glasgow,marc.niebel.united_kingdom.glasgow,kyriaki.nomikou.united_kingdom.glasgow,richard_j.orton.united_kingdom.glasgow,ine.otoole.united_kingdom.edinburgh,massimo.palmarini.united_kingdom.glasgow,benjamin_j.parcell.united_kingdom.dundee,yasmin_a.parr.united_kingdom.glasgow,andrew.rambaut.united_kingdom.edinburgh,stefan.rooke.united_kingdom.glasgow,rajiv.shah.united_kingdom.glasgow,joshua_b.singer.united_kingdom.glasgow,katherine.smollett.united_kingdom.glasgow,igor.starinskij.united_kingdom.glasgow,lily.tong.united_kingdom.glasgow,vattipally_b.sreenu.united_kingdom.glasgow,elizabeth.wastnedge.united_kingdom.edinburgh,david_l.robertson.united_kingdom.glasgow,kate.templeton.united_kingdom.edinburgh,emma_c.thomson.united_kingdom.glasgow"
23170,23170,2021,2,Nature microbiology,Structure and mechanism of the proton-driven motor that powers type 9 secretion and gliding motility,"rory.hennell_james.united_kingdom.oxford,justin_c.deme.united_kingdom.oxford,andreas.kjr.united_kingdom.oxford,felicity.alcock.united_kingdom.oxford,augustinas.silale.united_kingdom.oxford,frdric.lauber.united_kingdom.oxford,steven.johnson.united_kingdom.oxford,ben_c.berks.united_kingdom.oxford,susan_m.lea.united_kingdom.oxford"
23171,23171,2021,2,Nature microbiology,Bacteriophage-resistant Acinetobacter baumannii are resensitized to antimicrobials,"fernando.gordillo_altamirano.australia.victoria,john_h.forsyth.australia.victoria,ruzeen.patwa.australia.victoria,xenia.kostoulias.australia.victoria,michael.trim.australia.victoria,dinesh.subedi.australia.victoria,stuart_k.archer.australia.victoria,faye_c.morris.australia.victoria,cody.oliveira.australia.victoria,luisa.kielty.australia.victoria,denis.korneev.australia.victoria,moira_k.obryan.australia.victoria,trevor_j.lithgow.australia.victoria,anton_y.peleg.australia.victoria,jeremy_j.barr.australia.victoria"
