,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
12860,12860,2021,6,Nature communications,Nanoengineering of cathode layers for solid oxide fuel cells to achieve superior power densities,"katherine.develosbagarinao.japan.ibaraki,tomohiro.ishiyama.japan.ibaraki,haruo.kishimoto.japan.ibaraki,hiroyuki.shimada.japan.nagoya,katsuhiko.yamaji.japan.ibaraki"
12864,12864,2021,6,Nature communications,Social transmission in the wild can reduce predation pressure on novel prey signals,"liisa.hmlinen.united_kingdom.cambridge,william.hoppitt.united_kingdom.egham,hannah_m.rowland.united_kingdom.cambridge,anthony_j.fulford.united_kingdom.cambridge,sebastian.sosa.france.strasbourg,rose.thorogood.united_kingdom.cambridge"
12866,12866,2021,6,Nature communications,Author Correction: Two-component anomalous Hall effect in a magnetically doped topological insulator,"nan.liu.china.beijing,jing.teng.china.beijing,yongqing.li.china.beijing"
12871,12871,2021,6,Nature communications,Divide-and-conquer: machine-learning integrates mammalian and viral traits with network features to predict virus-mammal associations,"maya.wardeh.united_kingdom.liverpool,marcus_s_c.blagrove.united_kingdom.liverpool,kieran_j.sharkey.united_kingdom.liverpool,matthew.baylis.united_kingdom.liverpool"
12874,12874,2021,6,Nature communications,Storage and export of microbial biomass across the western Greenland Ice Sheet,"t_d_l.irvinefynn.united_kingdom.aberystwyth,a.edwards.united_kingdom.aberystwyth,i_t.stevens.united_kingdom.aberystwyth,a_c.mitchell.united_kingdom.aberystwyth,p.bunting.united_kingdom.aberystwyth,k_a.cameron.united_kingdom.aberystwyth,j_m.cook.united_kingdom.aberystwyth,k.naegeli.united_kingdom.aberystwyth,s_m_e.rassner.united_kingdom.aberystwyth,m.stibal.czech_republic.prague,c_j.williamson.united_kingdom.bristol"
12875,12875,2021,6,Nature communications,A smart multiantenna gene theranostic system based on the programmed assembly of hypoxia-related siRNAs,"xue.gong.china.wuhan,haizhou.wang.china.wuhan,ruomeng.li.china.wuhan,kaiyue.tan.china.wuhan,jie.wei.china.wuhan,jing.wang.china.wuhan,chen.hong.china.wuhan,jinhua.shang.china.wuhan,xiaoqing.liu.china.wuhan,jing.liu.china.wuhan,fuan.wang.china.wuhan"
12876,12876,2021,6,Nature communications,SMG5-SMG7 authorize nonsense-mediated mRNA decay by enabling SMG6 endonucleolytic activity,"volker.boehm.germany.cologne,sabrina.kueckelmann.germany.cologne,jennifer_v.gerbracht.germany.cologne,sebastian.kallabis.germany.cologne,thiago.brittoborges.germany.heidelberg,janine.altmller.germany.cologne,marcus.krger.germany.cologne,christoph.dieterich.germany.heidelberg,niels_h.gehring.germany.cologne"
12877,12877,2021,6,Nature communications,Protein mimetic amyloid inhibitor potently abrogates cancer-associated mutant p53 aggregation and restores tumor suppressor function,"l.palanikumar.usa.abudhabi,laura.karpauskaite.usa.abudhabi,mohamed.alsayegh.usa.abudhabi,ibrahim.chehade.usa.abudhabi,sarah.hassan.usa.abudhabi,debabrata.maity.usa.newyork,liaqat.ali.usa.abudhabi,mona.kalmouni.usa.abudhabi,yamanappa.hunashal.usa.abudhabi,tatiana.houhou.usa.abudhabi,shake.karapetyan.usa.abudhabi,renu.pasricha.usa.abudhabi,gennaro.esposito.usa.abudhabi,ahmed_j.afzal.usa.abudhabi,andrew_d.hamilton.usa.newyork,mazin.magzoub.usa.abudhabi"
12882,12882,2021,6,PLoS biology,Dynamic landscape of protein occupancy across the Escherichia coli chromosome,"peter_l.freddolino.usa.michigan,haley_m.amemiya.usa.michigan,thomas_j.goss.usa.michigan,saeed.tavazoie.usa.newyork"
12883,12883,2021,6,PLoS computational biology,Simulation of angiogenesis in three dimensions: Application to cerebral cortex,"jonathan_p.alberding.usa.arizona,timothy_w.secomb.usa.arizona"
12885,12885,2021,6,PLoS computational biology,A new phylodynamic model of Mycobacterium bovis transmission in a multi-host system uncovers the role of the unobserved reservoir,"daniel.balaz.united_kingdom.edinburgh,david_m.wright.united_kingdom.belfast,carl.mccormick.united_kingdom.belfast,stanley.mcdowell.united_kingdom.belfast,hannah.trewby.united_kingdom.norfolk,robin_a.skuce.united_kingdom.belfast,rowland_r.kao.united_kingdom.edinburgh"
12886,12886,2021,6,PLoS medicine,Separating parental and treatment contributions to perinatal health after fresh and frozen embryo transfer in assisted reproduction: A cohort study with within-sibship analysis,"kjersti.westvikjohari.norway.trondheim,liv_bente.romundstad.norway.oslo,deborah_a.lawlor.united_kingdom.bristol,christina.bergh.sweden.gothenburg,mika.gissler.finland.helsinki,annakarina_a.henningsen.denmark.copenhagen,siri_e.hberg.norway.oslo,ullabritt.wennerholm.sweden.gothenburg,aila.tiitinen.finland.helsinki,anja.pinborg.denmark.copenhagen,signe.opdahl.norway.trondheim"
12888,12888,2021,6,PLoS neglected tropical diseases,Effectiveness of a multifaceted prevention programme for melioidosis in diabetics (PREMEL): A stepped-wedge cluster-randomised controlled trial,"pornpan.suntornsut.thailand.bangkok,prapit.teparrukkul.thailand.ubonratchathani,gumphol.wongsuvan.thailand.bangkok,wipada.chaowagul.thailand.ubonratchathani,susan.michie.united_kingdom.london,nicholas_p_j.day.thailand.bangkok,direk.limmathurotsakul.thailand.bangkok"
12889,12889,2021,6,PLoS pathogens,"Highly-potent, synthetic APOBEC3s restrict HIV-1 through deamination-independent mechanisms","mollie_m.mcdonnell.usa.washington,suzanne_c.karvonen.usa.washington,amit.gaba.canada.saskatoon,ben.flath.canada.saskatoon,linda.chelico.canada.saskatoon,michael.emerman.usa.washington"
12890,12890,2021,6,PLoS pathogens,Impact of prior Dengue immunity on Zika vaccine protection in rhesus macaques and mice,"rafael_a.larocca.usa.massachusetts,peter.abbink.usa.massachusetts,john_d.ventura.usa.massachusetts,abishek.chandrashekar.usa.massachusetts,noe.mercado.usa.massachusetts,zhenfeng.li.usa.massachusetts,erica.borducchi.usa.massachusetts,rafael_a.de_la_barrera.usa.maryland,kenneth_h.eckels.usa.maryland,kayvon.modjarrad.usa.maryland,michael_p.busch.usa.california,nelson_l.michael.usa.maryland,dan_h.barouch.usa.massachusetts"
12894,12894,2021,6,Science advances,Electronics with shape actuation for minimally invasive spinal cord stimulation,"ben_j.woodington.united_kingdom.cambridge,vincenzo_f.curto.united_kingdom.cambridge,yilin.yu.united_kingdom.cambridge,lawrence.coles.united_kingdom.cambridge,george_g.malliaras.united_kingdom.cambridge,christopher_m.proctor.united_kingdom.cambridge,damiano_g.barone.united_kingdom.cambridge"
12899,12899,2021,6,Science advances,"Multiplexed, quantitative serological profiling of COVID-19 from blood by a point-of-care test","jacob_t.heggestad.usa.durham,david_s.kinnamon.usa.durham,lyra_b.olson.usa.durham,jason.liu.usa.durham,garrett.kelly.usa.durham,simone_a.wall.usa.durham,solomon.oshabaheebwa.usa.durham,zachary.quinn.usa.durham,cassio_m.fontes.usa.durham,daniel_y.joh.usa.durham,angus_m.hucknall.usa.durham,carl.pieper.usa.durham,jack_g.anderson.usa.durham,ibtehaj_a.naqvi.usa.durham,lingye.chen.usa.durham,loretta_g.que.usa.durham,thomas.oguin.usa.durham,smita_k.nair.usa.durham,bruce_a.sullenger.usa.durham,christopher_w.woods.usa.durham,thomas_w.burke.usa.durham,gregory_d.sempowski.usa.durham,bryan_d.kraft.usa.durham,ashutosh.chilkoti.usa.durham"
12901,12901,2021,6,Science advances,Systemic regulation of mitochondria by germline proteostasis prevents protein aggregation in the soma of <i>C. elegans</i>,"giuseppe.calculli.germany.cologne,hyun_ju.lee.germany.cologne,uyen.pham.germany.cologne,marija.herholz.germany.cologne,aleksandra.trifunovic.germany.cologne,david.vilchez.germany.cologne"
12903,12903,2021,6,Science advances,Nuclear dynamics of singlet exciton fission in pentacene single crystals,"hlne.seiler.germany.berlin,marcin.krynski.germany.berlin,daniela.zahn.germany.berlin,sebastian.hammer.germany.wurzburg,yoav_william.windsor.germany.berlin,thomas.vasileiadis.germany.berlin,jens.pflaum.germany.wurzburg,ralph.ernstorfer.germany.berlin,mariana.rossi.germany.berlin,heinrich.schwoerer.germany.hamburg"
