,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
7720,7720,2021,9,Nature communications,Functional comparison of MERS-coronavirus lineages reveals increased replicative fitness of the recombinant lineage 5,"simon.schroeder.germany.berlin,christin.mache.germany.berlin,victor_m.corman.germany.berlin,doreen.muth.germany.berlin,anja.richter.germany.berlin,diana.fatykhova.germany.berlin,ziad_a.memish.saudi_arabia.riyadh,megan_l.stanifer.germany.heidelberg,steeve.boulant.germany.heidelberg,mitra.gultom.switzerland.bern,ronald.dijkman.switzerland.bern,stephan.eggeling.germany.berlin,andreas.hocke.germany.berlin,stefan.hippenstiel.germany.berlin,volker.thiel.switzerland.bern,thorsten.wolff.germany.berlin,marcel_a.mller.germany.berlin,christian.drosten.germany.berlin"
7723,7723,2021,9,Nature communications,Single-nuclei transcriptomes from human adrenal gland reveal distinct cellular identities of low and high-risk neuroblastoma tumors,"o_c.bedoyareina.sweden.stockholm,w.li.sweden.stockholm,m.arceo.sweden.stockholm,m.plescher.sweden.stockholm,p.bullova.sweden.stockholm,h.pui.sweden.stockholm,t.martinsson.sweden.gothenburg,j.holmberg.sweden.stockholm,i.adameyko.sweden.stockholm,q.deng.sweden.stockholm,c.larsson.sweden.stockholm,c_c.juhlin.sweden.stockholm,p.kogner.sweden.stockholm,s.schlisio.sweden.stockholm"
7724,7724,2021,9,Nature communications,Efficient access to aliphatic esters by photocatalyzed alkoxycarbonylation of alkenes with alkyloxalyl chlorides,"jianqiang.chen.china.taizhou,xiaodong.tu.china.taizhou,qi.tang.china.taizhou,ke.li.china.taizhou,liang.xu.china.taizhou,siyu.wang.china.taizhou,mingjuan.ji.china.taizhou,zhiming.li.china.shanghai,jie.wu.china.taizhou"
7725,7725,2021,9,Nature communications,Gene interfered-ferroptosis therapy for cancers,"jinliang.gao.china.nanjing,tao.luo.china.nanjing,jinke.wang.china.nanjing"
7727,7727,2021,9,Nature communications,Deficiency of intestinal Bmal1 prevents obesity induced by high-fat feeding,"fangjun.yu.china.guangzhou,zhigang.wang.china.guangzhou,tianpeng.zhang.china.guangzhou,xun.chen.china.guangzhou,haiman.xu.china.guangzhou,fei.wang.china.guangzhou,lianxia.guo.china.guangzhou,min.chen.china.guangzhou,kaisheng.liu.china.shenzhen,baojian.wu.china.guangzhou"
7729,7729,2021,9,Nature communications,Proximity proteomics identifies PAK4 as a component of Afadin-Nectin junctions,"yohendran.baskaran.singapore.singapore,felicia_peiling.tay.singapore.singapore,elsa_yuen_wai.ng.singapore.singapore,claire_lee_foon.swa.singapore.singapore,sheena.wee.singapore.singapore,jayantha.gunaratne.singapore.singapore,edward.manser.singapore.singapore"
7730,7730,2021,9,Nature communications,Magnetic skyrmion braids,"fengshan.zheng.germany.julich,filipp_n.rybakov.sweden.stockholm,nikolai_s.kiselev.germany.julich,dongsheng.song.germany.julich,andrs.kovcs.germany.julich,haifeng.du.china.hefei,stefan.blgel.germany.julich,rafal_e.duninborkowski.germany.julich"
7731,7731,2021,9,Nature communications,Automatically disambiguating medical acronyms with ontology-aware deep learning,"marta.skreta.canada.toronto,aryan.arbabi.canada.toronto,jixuan.wang.canada.toronto,erik.drysdale.canada.toronto,jacob.kelly.canada.toronto,devin.singh.canada.toronto,michael.brudno.canada.toronto"
7732,7732,2021,9,Nature communications,Bio-inspired poly-DL-serine materials resist the foreign-body response,"donghui.zhang.china.shanghai,qi.chen.china.shanghai,yufang.bi.china.shanghai,haodong.zhang.china.shanghai,minzhang.chen.china.shanghai,jianglin.wan.china.shanghai,chao.shi.china.shanghai,wenjing.zhang.china.shanghai,junyu.zhang.china.shanghai,zhongqian.qiao.china.shanghai,jin.li.china.shanghai,shengfu.chen.china.hangzhou,runhui.liu.china.shanghai"
7733,7733,2021,9,Nature communications,Different historical generation intervals in human populations inferred from Neanderthal fragment lengths and mutation signatures,"moiss.coll_maci.denmark.aarhus,laurits.skov.germany.leipzig,benjamin_marco.peter.germany.leipzig,mikkel_heide.schierup.denmark.aarhus"
