,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
5147,5147,2021,10,Nature communications,A gravity-driven sintering method to fabricate geometrically complex compact piezoceramics,"yao.shan.china.hongkong,shiyuan.liu.china.hongkong,biao.wang.china.hongkong,ying.hong.china.hongkong,chao.zhang.china.wuhan,c_w.lim.china.hongkong,guangzu.zhang.china.wuhan,zhengbao.yang.china.hongkong"
5148,5148,2021,10,Nature communications,Shifting beams at normal incidence via controlling momentum-space geometric phases,"jiajun.wang.china.shanghai,maoxiong.zhao.china.shanghai,wenzhe.liu.china.shanghai,fang.guan.china.shanghai,xiaohan.liu.china.shanghai,lei.shi.china.shanghai,c_t.chan.china.kowloon,jian.zi.china.shanghai"
5149,5149,2021,10,Nature communications,Phosphoproteome profiling uncovers a key role for CDKs in TNF signaling,"maria_c.tanzer.germany.martinsried,isabell.bludau.germany.martinsried,che_a.stafford.germany.munich,veit.hornung.germany.munich,matthias.mann.germany.martinsried"
5150,5150,2021,10,Nature communications,Rapid digital light 3D printing enabled by a soft and deformable hydrogel separation interface,"jingjun.wu.china.ningbo,jing.guo.china.hangzhou,changhong.linghu.china.hangzhou,yahui.lu.china.hangzhou,jizhou.song.china.hangzhou,tao.xie.china.ningbo,qian.zhao.china.ningbo"
5152,5152,2021,10,Nature communications,Rapid methicillin resistance diversification in Staphylococcus epidermidis colonizing human neonates,"manoshi_s.datta.israel.haifa,idan.yelin.israel.haifa,ori.hochwald.israel.haifa,imad.kassis.israel.haifa,liron.borensteinlevin.israel.haifa,amir.kugelman.israel.haifa,roy.kishony.israel.haifa"
5153,5153,2021,10,Nature communications,A hierarchical cellular structural model to unravel the universal power-law rheological behavior of living cells,"jiutao.hang.china.xian,yu.kang.china.hangzhou,guangkui.xu.china.xian,huajian.gao.singapore.singapore"
5154,5154,2021,10,Nature communications,Mechanistic insight into the chemical treatments of monolayer transition metal disulfides for photoluminescence enhancement,"zhaojun.li.united_kingdom.cambridge,hope.bretscher.united_kingdom.cambridge,yunwei.zhang.united_kingdom.cambridge,graud.delport.united_kingdom.cambridge,james.xiao.united_kingdom.cambridge,alpha.lee.united_kingdom.cambridge,samuel_d.stranks.united_kingdom.cambridge,akshay.rao.united_kingdom.cambridge"
5156,5156,2021,10,Nature communications,TET2 mutations are associated with hypermethylation at key regulatory enhancers in normal and malignant hematopoiesis,"morten.tulstrup.denmark.copenhagen,mette.soerensen.denmark.odense,jakob_werner.hansen.denmark.copenhagen,linn.gillberg.denmark.copenhagen,maria.needhamsen.sweden.stockholm,katja.kaastrup.denmark.copenhagen,kristian.helin.denmark.copenhagen,kaare.christensen.denmark.odense,joachim.weischenfeldt.denmark.copenhagen,kirsten.grnbk.denmark.copenhagen"
5158,5158,2021,10,Nature communications,Single-cell transcriptomic analysis of the tumor ecosystems underlying initiation and progression of papillary thyroid carcinoma,"weilin.pu.china.shanghai,xiao.shi.china.shanghai,pengcheng.yu.china.shanghai,meiying.zhang.china.shanghai,zhiyan.liu.china.shanghai,licheng.tan.china.shanghai,peizhen.han.china.shanghai,yu.wang.china.shanghai,dongmei.ji.china.shanghai,hualei.gan.china.shanghai,wenjun.wei.china.shanghai,zhongwu.lu.china.shanghai,ning.qu.china.shanghai,jiaqian.hu.china.shanghai,xiaohua.hu.china.shanghai,huajun.li.china.shanghai,qinghai.ji.china.shanghai,jiucun.wang.china.shanghai,xiaoming.zhang.china.shanghai,yulong.wang.china.shanghai"
5160,5160,2021,10,Nature communications,Data-driven simulation and characterisation of gold nanoparticle melting,"claudio.zeni.united_kingdom.london,kevin.rossi.united_kingdom.london,theodore.pavloudis.united_kingdom.swansea,joseph.kioseoglou.greece.thessaloniki,richard_e.palmer.united_kingdom.swansea,francesca.baletto.united_kingdom.london"
5162,5162,2021,10,Nature communications,A Ta-TaS<sub>2</sub> monolith catalyst with robust and metallic interface for superior hydrogen evolution,"qiangmin.yu.china.shenzhen,zhiyuan.zhang.china.shenzhen,siyao.qiu.china.dongguan,yuting.luo.china.shenzhen,zhibo.liu.china.shenyang,fengning.yang.china.shenzhen,heming.liu.china.shenzhen,shiyu.ge.china.shenzhen,xiaolong.zou.china.shenzhen,baofu.ding.china.shenzhen,wencai.ren.china.shenyang,huiming.cheng.china.shenzhen,chenghua.sun.china.dongguan,bilu.liu.china.shenzhen"
5163,5163,2021,10,Nature communications,Dysregulation of T<sub>FH</sub>-B-T<sub>RM</sub> lymphocyte cooperation is associated with unfavorable anti-PD-1 responses in EGFR-mutant lung cancer,"jaewon.cho.south_korea.seoul,seyeon.park.south_korea.seoul,gamin.kim.south_korea.seoul,heonjong.han.south_korea.seoul,hyo_sup.shim.south_korea.seoul,sunhye.shin.south_korea.seoul,seong_yong.park.south_korea.seoul,sangjun.ha.south_korea.seoul,insuk.lee.south_korea.seoul,hye_ryun.kim.south_korea.seoul"
