,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
10290,10290,2021,8,Nature neuroscience,MeCP2 for sustained antidepressant effects,"shane.johnson.usa.newyork,conor.liston.usa.newyork"
10291,10291,2021,8,Nature neuroscience,Cerebellar granule cell axons support high-dimensional representations,"frederic.lanore.united_kingdom.london,n_alex.caycogajic.united_kingdom.london,harsha.gurnani.united_kingdom.london,diccon.coyle.united_kingdom.london,r_angus.silver.united_kingdom.london"
10292,10292,2021,8,Nature neuroscience,A neural circuit for excessive feeding driven by environmental context in mice,"hasan.mohammad.singapore.singapore,esra.senol.singapore.singapore,martin.graf.singapore.singapore,chunyao.lee.singapore.singapore,qin.li.china.wuhan,qing.liu.china.wuhan,xin_yi.yeo.singapore.singapore,menghan.wang.singapore.singapore,achilleas.laskaratos.singapore.singapore,fuqiang.xu.china.wuhan,sarah_xinwei.luo.singapore.singapore,sangyong.jung.singapore.singapore,george_j.augustine.singapore.singapore,yu.fu.singapore.singapore"
10300,10300,2021,8,Nature physics,Spatio-temporal characterization of attosecond pulses from plasma mirrors,"ludovic.chopineau.france.yvette,adrien.denoeud.france.yvette,adrien.leblanc.france.palaiseau,elkana.porat.israel.telaviv,philippe.martin.france.yvette,henri.vincenti.france.yvette,fabien.qur.france.yvette"
10301,10301,2021,8,Nature plants,Noisy transcription under the spotlight,"katie.abley.united_kingdom.cambridge,james_c_w.locke.united_kingdom.cambridge"
10302,10302,2021,8,Nature plants,Chlorophyll a fluorescence illuminates a path connecting plant molecular biology to Earth-system science,"albert.porcarcastell.finland.helsinki,zbynk.malenovsk.australia.hobart,shari.van_wittenberghe.finland.helsinki,beatriz.fernndezmarn.spain.tenerife,fabienne.maignan.france.yvette,yongguang.zhang.china.nanjing,kadmiel.maseyk.united_kingdom.miltonkeynes,jon.atherton.finland.helsinki,thomas_matthew.robson.finland.helsinki,feng.zhao.china.beijing,joseignacio.garciaplazaola.spain.bilbao,ingo.ensminger.canada.ontario,paulina_a.rajewicz.finland.helsinki,steffen.grebe.finland.turku,mikko.tikkanen.finland.turku,uwe.rascher.germany.julich"
10306,10306,2021,8,Nature plants,Drought dampens microbiome development,"yi.song.canada.vancouver,cara_h.haney.canada.vancouver"
10308,10308,2021,8,Nature plants,Author Correction: The plant ESCRT component FREE1 shuttles to the nucleus to attenuate abscisic acid signalling,"hongbo.li.china.guangzhou,yingzhu.li.china.guangzhou,qiong.zhao.china.hongkong,tingting.li.china.guangzhou,juan.wei.china.guangzhou,baiying.li.china.hongkong,wenjin.shen.china.guangzhou,chao.yang.china.guangzhou,yonglun.zeng.china.hongkong,pedro_l.rodriguez.spain.valencia,liwen.jiang.china.hongkong,xiaojing.wang.china.guangzhou,caiji.gao.china.guangzhou"
10310,10310,2021,8,Nature plants,The Taxus genome provides insights into paclitaxel biosynthesis,"xingyao.xiong.china.changsha,junbo.gou.china.shenzhen,qinggang.liao.china.shenzhen,yanlin.li.china.changsha,qian.zhou.china.shenzhen,guiqi.bi.china.shenzhen,chong.li.china.shenzhen,ran.du.china.shenzhen,xiaotong.wang.china.shenzhen,tianshu.sun.china.shenzhen,lvjun.guo.china.beijing,haifei.liang.china.shenzhen,pengjun.lu.china.shenzhen,yaoyao.wu.china.shenzhen,zhonghua.zhang.china.qingdao,daekyun.ro.china.shenzhen,yi.shang.china.kunming,sanwen.huang.china.shenzhen,jianbin.yan.china.shenzhen"
10312,10312,2021,8,Nature plants,Structural basis of LhcbM5-mediated state transitions in green algae,"xiaowei.pan.china.beijing,ryutaro.tokutsu.japan.okazaki,anjie.li.china.beijing,kenji.takizawa.japan.okazaki,chihong.song.japan.okazaki,kazuyoshi.murata.japan.okazaki,tomohito.yamasaki.japan.kochi,zhenfeng.liu.china.beijing,jun.minagawa.japan.okazaki,mei.li.china.beijing"
