,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
20581,20581,2021,3,Cell stem cell,An Outline of the Outset of Thrombopoiesis in Human Embryos At Last,"anna_rita.migliaccio.italy.bologna,ronald.hoffman.usa.newyork"
20582,20582,2021,3,Cell stem cell,Stabilizing Formative Pluripotent States with Germ Cell Competency,"ng.shyhchang.china.beijing,lei.li.china.beijing"
20583,20583,2021,3,Cell stem cell,Myeloproliferative Neoplasms: The Long Wait for JAK2-Mutant Clone Expansion,"damien.luque_paz.switzerland.basel,peter.ashcroft.switzerland.zurich,radek_c.skoda.switzerland.basel"
20586,20586,2021,3,Cell stem cell,Hematopoietic Stem Cell Heterogeneity Is Linked to the Initiation and Therapeutic Response of Myeloproliferative Neoplasms,"jingyuan.tong.china.tianjin,ting.sun.china.tianjin,shihui.ma.china.tianjin,yanhong.zhao.china.tianjin,mankai.ju.china.tianjin,yuchen.gao.china.tianjin,ping.zhu.china.tianjin,puwen.tan.china.guangzhou,rongfeng.fu.china.tianjin,anqi.zhang.china.tianjin,ding.wang.china.tianjin,di.wang.china.tianjin,zhijian.xiao.china.tianjin,jiaxi.zhou.china.tianjin,renchi.yang.china.tianjin,dong.wang.china.guangzhou,tao.cheng.china.tianjin,lei.zhang.china.tianjin,lihong.shi.china.tianjin"
20588,20588,2021,3,Cell stem cell,Decoding Human Megakaryocyte Development,"hongtao.wang.china.tianjin,jian.he.china.beijing,changlu.xu.china.tianjin,xiaoyuan.chen.china.tianjin,hua.yang.china.tianjin,shujuan.shi.china.tianjin,cuicui.liu.china.tianjin,yang.zeng.china.beijing,dan.wu.china.tianjin,zhijie.bai.china.beijing,mengge.wang.china.tianjin,yuqi.wen.china.tianjin,pei.su.china.tianjin,meijuan.xia.china.tianjin,baiming.huang.china.tianjin,chunyu.ma.china.beijing,lihong.bian.china.beijing,yu.lan.china.guangzhou,tao.cheng.china.tianjin,lihong.shi.china.tianjin,bing.liu.china.guangzhou,jiaxi.zhou.china.tianjin"
20591,20591,2021,3,Cell stem cell,Capture of Mouse and Human Stem Cells with Features of Formative Pluripotency,"masaki.kinoshita.united_kingdom.cambridge,michael.barber.united_kingdom.cambridge,william.mansfield.united_kingdom.cambridge,yingzhi.cui.united_kingdom.cambridge,daniel.spindlow.united_kingdom.exeter,giuliano_giuseppe.stirparo.united_kingdom.exeter,sabine.dietmann.united_kingdom.cambridge,jennifer.nichols.united_kingdom.cambridge,austin.smith.united_kingdom.exeter"
20592,20592,2021,3,Cell stem cell,Differentiated Daughter Cells Regulate Stem Cell Proliferation and Fate through Intra-tissue Tension,"wenxiu.ning.usa.durham,andrew.muroyama.usa.durham,hua.li.usa.durham,terry.lechler.usa.durham"
20593,20593,2021,3,Cell stem cell,The Transition from Quiescent to Activated States in Human Hematopoietic Stem Cells Is Governed by Dynamic 3D Genome Reorganization,"naoya.takayama.japan.chiba,alex.murison.canada.toronto,shinichiro.takayanagi.japan.toronto,christopher.arlidge.canada.toronto,stanley.zhou.canada.toronto,laura.garciaprat.canada.toronto,michelle.chansengyue.canada.toronto,sasan.zandi.canada.toronto,olga_i.gan.canada.toronto,hlna.boutzen.canada.toronto,kerstin_b.kaufmann.canada.toronto,aaron.trotmangrant.canada.toronto,erwin.schoof.canada.toronto,ken.kron.canada.toronto,noelia.daz.germany.munster,john_j_y.lee.canada.toronto,tiago.medina.canada.toronto,daniel_d.de_carvalho.canada.toronto,michael_d.taylor.canada.toronto,juan_m.vaquerizas.germany.munster,stephanie_z.xie.canada.toronto,john_e.dick.canada.toronto,mathieu.lupien.canada.toronto"
20597,20597,2021,3,Nature communications,Author Correction: Faster chiral versus collinear magnetic order recovery after optical excitation revealed by femtosecond XUV scattering,"nico.kerber.germany.mainz,dmitriy.ksenzov.germany.siegen,frank.freimuth.germany.julich,boris.seng.germany.mainz,joel.cramer.germany.mainz,kai.litzius.germany.mainz,daniel.lacour.france.vandoeuvrelesnancy,hartmut.zabel.germany.mainz,yuriy.mokrousov.germany.mainz,mathias.klui.germany.mainz,christian.gutt.germany.siegen"
20598,20598,2021,3,Nature communications,Germline inherited small RNAs facilitate the clearance of untranslated maternal mRNAs in C. elegans embryos,"piergiuseppe.quarato.france.paris,meetali.singh.france.paris,eric.cornes.france.paris,blaise.li.france.paris,loan.bourdon.france.paris,florian.mueller.france.paris,celine.didier.france.paris,germano.cecere.france.paris"
