,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
21576,21576,2020,2,Nature cell biology,Small-RNA-mediated transgenerational silencing of histone genes impairs fertility in piRNA mutants,"giorgia.barucci.france.paris,eric.cornes.france.paris,meetali.singh.france.paris,blaise.li.france.paris,martino.ugolini.france.paris,aleksei.samolygo.france.paris,celine.didier.france.paris,florent.dingli.france.paris,damarys.loew.france.paris,piergiuseppe.quarato.france.paris,germano.cecere.france.paris"
21579,21579,2020,2,Nature cell biology,FERARI is required for Rab11-dependent endocytic recycling,"jachen_a.solinger.switzerland.basel,harunor.rashid.switzerland.basel,cristina.prescianottobaschong.switzerland.basel,anne.spang.switzerland.basel"
21580,21580,2020,2,Nature cell biology,Author Correction: Dynamic responses of the haematopoietic stem cell niche to diverse stresses,"antoniana.batsivari.united_kingdom.london,myriam_luydmila_rachelle.haltalli.united_kingdom.london,diana.passaro.united_kingdom.london,constandina.pospori.united_kingdom.london,cristina_lo.celso.united_kingdom.london,dominique.bonnet.united_kingdom.london"
21581,21581,2020,2,Nature cell biology,Maternal factor NELFA drives a 2C-like state in mouse embryonic stem cells,"zhenhua.hu.singapore.singapore,dennis_eng_kiat.tan.singapore.singapore,gloryn.chia.singapore.singapore,haihan.tan.singapore.singapore,hwei_fen.leong.singapore.singapore,benjamin_jieming.chen.singapore.singapore,mei_sheng.lau.singapore.singapore,kelly_yu_sing.tan.singapore.singapore,xuezhi.bi.singapore.singapore,dongxiao.yang.singapore.singapore,ying_swan.ho.singapore.singapore,baojiang.wu.china.hohhot,siqin.bao.china.hohhot,esther_sook_miin.wong.singapore.singapore,weewei.tee.singapore.singapore"
21584,21584,2020,2,Nature chemistry,Covalent on-surface polymerization,"leonhard.grill.austria.graz,stefan.hecht.germany.berlin"
21585,21585,2020,2,Nature chemistry,Minimal manual input,"david_m.heard.united_kingdom.bristol,alastair_j_j.lennox.united_kingdom.bristol"
21587,21587,2020,2,Nature chemistry,A radical approach to diverse meroterpenoids,"andrew.gomm.united_kingdom.leeds,adam.nelson.united_kingdom.leeds"
21590,21590,2020,2,Nature chemistry,Simultaneous CO<sub>2</sub> capture and metal purification from waste streams using triple-level dynamic combinatorial chemistry,"jean.septavaux.france.lyon,clara.tosi.france.lyon,patrick.jame.france.lyon,carlo.nervi.italy.turin,roberto.gobetto.italy.turin,julien.leclaire.france.lyon"
21591,21591,2020,2,Nature chemistry,Observation of the asphericity of 4f-electron density and its relation to the magnetic anisotropy axis in single-molecule magnets,"chen.gao.denmark.aarhus,alessandro.genoni.france.metz,song.gao.china.beijing,shangda.jiang.china.beijing,alessandro.soncini.australia.melbourne,jacob.overgaard.denmark.aarhus"
21595,21595,2020,2,Nature chemistry,A general strategy to develop cell permeable and fluorogenic probes for multicolour nanoscopy,"lu.wang.germany.heidelberg,mai.tran.germany.heidelberg,elisa.deste.germany.heidelberg,birgit.koch.germany.heidelberg,lin.xue.germany.heidelberg,kai.johnsson.germany.heidelberg"
21599,21599,2020,2,Nature chemical biology,Chris Dobson (1949-2019),"tuomas_p_j.knowles.united_kingdom.cambridge,michele.vendruscolo.united_kingdom.cambridge"
21607,21607,2020,2,Nature chemical biology,Engineering yeast phospholipid metabolism for de novo oleoylethanolamide production,"yi.liu.sweden.gothenburg,quanli.liu.sweden.gothenburg,anastasia.krivoruchko.sweden.gothenburg,sakda.khoomrung.sweden.gothenburg,jens.nielsen.sweden.gothenburg"
21609,21609,2020,2,Nature chemical biology,Artificial signaling in mammalian cells enabled by prokaryotic two-component system,"alain.maz.switzerland.basel,yaakov.benenson.switzerland.basel"
