,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
14382,14382,2020,6,Nature neuroscience,Single-nucleus transcriptomics of the prefrontal cortex in major depressive disorder implicates oligodendrocyte precursor cells and excitatory neurons,"corina.nagy.canada.montreal,malosree.maitra.canada.montreal,arnaud.tanti.canada.montreal,matthew.suderman.united_kingdom.bristol,jeanfrancois.throux.canada.montreal,maria_antonietta.davoli.canada.montreal,kelly.perlman.canada.montreal,volodymyr.yerko.canada.montreal,yu_chang.wang.canada.montreal,shreejoy_j.tripathy.canada.vancouver,paul.pavlidis.canada.vancouver,naguib.mechawar.canada.montreal,jiannis.ragoussis.canada.montreal,gustavo.turecki.canada.montreal"
14383,14383,2020,6,Nature physics,Remote determination of the shape of Jupiter's vortices from laboratory experiments,"daphn.lemasquerier.france.marseille,giulio.facchini.france.marseille,benjamin.favier.france.marseille,michael.le_bars.france.marseille"
14385,14385,2020,6,Nature plants,Puzzling out plant reproduction by haploid induction for innovations in plant breeding,"nathanal_m_a.jacquier.france.lyon,laurine_m.gilles.france.gerzat,douglas_e.pyott.france.lyon,jeanpierre.martinant.france.gerzat,peter_m.rogowsky.france.lyon,thomas.widiez.france.lyon"
14387,14387,2020,6,Nature plants,Epigenetic memory marks determine epiallele stability at loci targeted by de novo DNA methylation,"jingwen.li.china.shanghai,donglei.yang.china.nanjing,huan.huang.china.shanghai,guiping.zhang.china.shanghai,li.he.china.shanghai,jia.pang.china.shanghai,rosa.lozanodurn.china.shanghai,zhaobo.lang.china.shanghai,jiankang.zhu.china.shanghai"
14388,14388,2020,6,Nature plants,Immunity gate-keepers,"rmy.merret.france.perpignan,ccile.bousquetantonelli.france.perpignan"
14391,14391,2020,6,Nature plants,Syndromes of production in intercropping impact yield gains,"chunjie.li.china.beijing,ellis.hoffland.netherlands.wageningen,thomas_w.kuyper.netherlands.wageningen,yang.yu.netherlands.wageningen,chaochun.zhang.china.beijing,haigang.li.china.beijing,fusuo.zhang.china.beijing,wopke.van_der_werf.netherlands.wageningen"
14394,14394,2020,6,Nature plants,CRISPR-Cas9-mediated induction of heritable chromosomal translocations in Arabidopsis,"natalja.beying.germany.karlsruhe,carla.schmidt.germany.karlsruhe,michael.pacher.germany.karlsruhe,holger.puchta.germany.karlsruhe"
14396,14396,2020,6,Nature plants,SMAX1-dependent seed germination bypasses GA signalling in Arabidopsis and Striga,"michael.bunsick.canada.toronto,shigeo.toh.japan.kawasaki,cynthia.wong.canada.toronto,zhenhua.xu.canada.toronto,george.ly.canada.toronto,christopher_s_p.mcerlean.australia.sydney,gianni.pescetto.canada.toronto,kawther_elfituri.nemrish.canada.toronto,priscilla.sung.canada.toronto,jack_daiyang.li.canada.toronto,julie_d.scholes.united_kingdom.sheffield,shelley.lumba.canada.toronto"
14397,14397,2020,6,Nature plants,Two routes to germinate a seed,"darren_c.machin.united_kingdom.leeds,tom.bennett.united_kingdom.leeds"
14398,14398,2020,6,Nature plants,Molecular basis for the assembly of RuBisCO assisted by the chaperone Raf1,"lingyun.xia.china.hefei,yongliang.jiang.china.hefei,wenwen.kong.china.hefei,hui.sun.china.hefei,weifang.li.china.hefei,yuxing.chen.china.hefei,congzhao.zhou.china.hefei"
