,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
19176,19176,2020,3,PLoS genetics,A fly model establishes distinct mechanisms for synthetic CRISPR/Cas9 sex distorters,"barbara.fasulo.united_kingdom.london,angela.meccariello.united_kingdom.london,maya.morgan.united_kingdom.london,carl.borufka.united_kingdom.london,philippos_aris.papathanos.israel.rehovot,nikolai.windbichler.united_kingdom.london"
19177,19177,2020,3,PLoS genetics,A kinesin Klp10A mediates cell cycle-dependent shuttling of Piwi between nucleus and nuage,"zsolt_g.venkei.usa.michigan,charlotte_p.choi.usa.maryland,suhua.feng.usa.california,cuie.chen.usa.michigan,steven_e.jacobsen.usa.california,john_k.kim.usa.maryland,yukiko_m.yamashita.usa.michigan"
19178,19178,2020,3,PLoS neglected tropical diseases,The global seroprevalence of anti-Toxoplasma gondii antibodies in women who had spontaneous abortion: A systematic review and meta-analysis,"tooran.nayeri.iran.sari,shahabeddin.sarvi.iran.sari,mahmood.moosazadeh.iran.sari,afsaneh.amouei.iran.sari,zahra.hosseininejad.iran.sari,ahmad.daryani.iran.sari"
19179,19179,2020,3,PLoS neglected tropical diseases,Identification of clinically approved small molecules that inhibit growth and affect transcript levels of developmentally regulated genes in the African trypanosome,"madison_elle.walsh.usa.california,eleanor_mary.naudzius.usa.california,savanah_jessica.diaz.usa.california,theodore_william.wismar.usa.california,mikhail.martchenko_shilman.usa.california,danae.schulz.usa.california"
19180,19180,2020,3,PLoS pathogens,Broad-spectrum suppression of bacterial pneumonia by aminoglycoside-propagated Acinetobacter baumannii,"m_indriati.hoodpishchany.usa.massachusetts,ly.pham.usa.tennessee,christiaan_d.wijers.usa.tennessee,william_j.burns.usa.tennessee,kelli_l.boyd.usa.tennessee,lauren_d.palmer.usa.tennessee,eric_p.skaar.usa.tennessee,michael_j.noto.usa.tennessee"
19181,19181,2020,3,Science advances,Terahertz quantum sensing,"mirco.kutas.germany.kaiserslautern,bjrn.haase.germany.kaiserslautern,patricia.bickert.germany.kaiserslautern,felix.riexinger.germany.kaiserslautern,daniel.molter.germany.kaiserslautern,georg.von_freymann.germany.kaiserslautern"
19183,19183,2020,3,Science advances,A reconstituted mammalian APC-kinesin complex selectively transports defined packages of axonal mRNAs,"sebastian.baumann.spain.barcelona,artem.komissarov.spain.barcelona,maria.gili.spain.barcelona,verena.ruprecht.spain.barcelona,sebastian_p.maurer.spain.barcelona"
19185,19185,2020,3,Science advances,The electronic thickness of graphene,"peter.rickhaus.switzerland.zurich,minghao.liu.taiwan.tainan,annika.kurzmann.switzerland.zurich,yongjin.lee.switzerland.zurich,hiske.overweg.switzerland.zurich,marius.eich.switzerland.zurich,riccardo.pisoni.switzerland.zurich,takashi.taniguchi.japan.tsukuba,kenji.watanabe.japan.tsukuba,klaus.richter.germany.regensburg,klaus.ensslin.switzerland.zurich,thomas.ihn.switzerland.zurich"
19186,19186,2020,3,Science advances,"Origins of the Mesoamerican ballgame: Earliest ballcourt from the highlands found at Etlatongo, Oaxaca, Mexico","jeffrey_p.blomster.usa.washington,vctor_e.salazar_chvez.usa.washington"
19187,19187,2020,3,Science advances,South Asian summer monsoon projections constrained by the interdecadal Pacific oscillation,"xin.huang.china.beijing,tianjun.zhou.china.beijing,hongmei.li.germany.hamburg,chao.li.germany.hamburg,xiaolong.chen.china.beijing,jingwen.lu.china.beijing,jinsong.von_storch.germany.hamburg,bo.wu.china.beijing"
