,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
12906,12906,2019,5,Nature communications,The FANCM-BLM-TOP3A-RMI complex suppresses alternative lengthening of telomeres (ALT),"robert.lu.australia.westmead,julienne_j.orourke.australia.vic,alexander_p.sobinoff.australia.westmead,joshua_a_m.allen.australia.westmead,christopher_b.nelson.australia.westmead,christopher_g.tomlinson.australia.westmead,michael.lee.australia.westmead,roger_r.reddel.australia.westmead,andrew_j.deans.australia.vic,hilda_a.pickett.australia.westmead"
12907,12907,2019,5,Nature communications,Blimp1<sup>+</sup> cells generate functional mouse sebaceous gland organoids in vitro,"alona.feldman.israel.haifa,dzmitry.mukha.israel.haifa,itzhak_i.maor.israel.haifa,egor.sedov.israel.haifa,elle.koren.israel.haifa,yahav.yosefzon.israel.haifa,tomer.shlomi.israel.haifa,yaron.fuchs.israel.haifa"
12908,12908,2019,5,Nature communications,FANCM limits ALT activity by restricting telomeric replication stress induced by deregulated BLM and R-loops,"bruno.silva.portugal.lisbon,richard.pentz.portugal.lisbon,ana_margarida.figueira.portugal.lisbon,rajika.arora.portugal.lisbon,yong_woo.lee.portugal.lisbon,charlotte.hodson.australia.vic,harry.wischnewski.switzerland.zurich,andrew_j.deans.australia.vic,claus_m.azzalin.portugal.lisbon"
12909,12909,2019,5,Nature communications,SORLA regulates endosomal trafficking and oncogenic fitness of HER2,"mika.pietil.finland.turku,pranshu.sahgal.finland.turku,emilia.peuhu.finland.turku,niklas_z.jntti.finland.turku,ilkka.paatero.finland.turku,elisa.nrv.finland.turku,hussein.alakhrass.finland.turku,johanna.lilja.finland.turku,maria.georgiadou.finland.turku,olav_m.andersen.denmark.aarhus,artur.padzik.finland.turku,harri.sihto.finland.helsinki,heikki.joensuu.finland.helsinki,matias.blomqvist.finland.turku,irena.saarinen.finland.turku,peter_j.bostrm.finland.turku,pekka.taimen.finland.turku,johanna.ivaska.finland.turku"
12910,12910,2019,5,Nature communications,Bcl10-controlled Malt1 paracaspase activity is key for the immune suppressive function of regulatory T cells,"marc.rosenbaum.germany.munich,andreas.gewies.germany.munich,konstanze.pechloff.germany.munich,christoph.heuser.germany.munich,thomas.engleitner.germany.munich,lara.hartjes.germany.munich,sabrina.krebs.germany.munich,mark.kriegsmann.germany.heidelberg,wilko.weichert.germany.munich,roland.rad.germany.munich,christian.kurts.germany.bonn,jrgen.ruland.germany.munich"
12911,12911,2019,5,Nature communications,Synergistic and antagonistic impacts of suspended sediments and thermal stress on corals,"rebecca.fisher.australia.crawley,pia.bessellbrowne.australia.crawley,ross.jones.australia.crawley"
12912,12912,2019,5,Nature communications,Infinitesimal sulfur fusion yields quasi-metallic bulk silicon for stable and fast energy storage,"jaegeon.ryu.south_korea.pohang,ji_hui.seo.south_korea.ulsan,gyujin.song.south_korea.ulsan,keunsu.choi.south_korea.ulsan,dongki.hong.south_korea.ulsan,hosik.lee.south_korea.ulsan,jun_hee.lee.south_korea.ulsan,soojin.park.south_korea.pohang"
12913,12913,2019,5,PLoS biology,Genotype network intersections promote evolutionary innovation,"devin_p.bendixsen.usa.idaho,james.collet.usa.idaho,bjrn.stman.usa.california,eric_j.hayden.usa.idaho"
12914,12914,2019,5,PLoS biology,Surviving starvation simply without TFEB,"alexander_a.soukas.usa.massachusetts,ben.zhou.usa.massachusetts"
12916,12916,2019,5,PLoS computational biology,Comprehensively benchmarking applications for detecting copy number variation,"le.zhang.china.chengdu,wanyu.bai.china.chengdu,na.yuan.china.beijing,zhenglin.du.china.beijing"
12917,12917,2019,5,PLoS computational biology,Sparse discriminative latent characteristics for predicting cancer drug sensitivity from genomic features,"david_a.knowles.usa.california,gina.bouchard.usa.california,sylvia.plevritis.usa.california"
12918,12918,2019,5,PLoS genetics,MNM and SNM maintain but do not establish achiasmate homolog conjunction during Drosophila male meiosis,"michael_shoujie.sun.switzerland.zurich,joe.weber.switzerland.zurich,ariane_c.blattner.switzerland.zurich,soumya.chaurasia.switzerland.zurich,christian_f.lehner.switzerland.zurich"
