,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
19355,19355,2019,2,Nature medicine,Cannabinoid CB<sub>1</sub> receptors in the amygdalar cholecystokinin glutamatergic afferents to nucleus accumbens modulate depressive-like behavior,"chenjie.shen.china.hangzhou,di.zheng.china.hangzhou,kexin.li.china.hangzhou,jianming.yang.china.hangzhou,haoqi.pan.china.hangzhou,xiaodan.yu.china.hangzhou,jiayu.fu.china.hangzhou,yi.zhu.china.hangzhou,qixin.sun.china.hangzhou,mengyu.tang.china.hangzhou,ying.zhang.china.hangzhou,peng.sun.china.hangzhou,yi.xie.china.hangzhou,shumin.duan.china.hangzhou,hailan.hu.china.hangzhou,xiaoming.li.china.hangzhou"
19357,19357,2019,2,Nature medicine,Tumor-educated B cells selectively promote breast cancer lymph node metastasis by HSPA4-targeting IgG,"yan.gu.china.shanghai,yanfang.liu.china.shanghai,li.fu.china.tianjin,lili.zhai.china.tianjin,jie.zhu.china.shanghai,yanmei.han.china.shanghai,yingming.jiang.china.shanghai,yi.zhang.china.shanghai,peng.zhang.china.shanghai,zhengping.jiang.china.shanghai,xiang.zhang.china.shanghai,xuetao.cao.china.shanghai"
19360,19360,2019,2,Nature medicine,Publisher Correction: Ultraviolet radiation-induced DNA damage is prognostic for outcome in melanoma,"lucas_d.trucco.united_kingdom.manchester,piyushkumar_a.mundra.united_kingdom.manchester,kate.hogan.united_kingdom.manchester,pablo.garciamartinez.united_kingdom.manchester,amaya.viros.united_kingdom.manchester,amit_k.mandal.united_kingdom.manchester,nicolas.macagno.france.marseille,caroline.gaudymarqueste.france.marseille,donald.allan.united_kingdom.salford,franziska.baenke.united_kingdom.manchester,martin.cook.united_kingdom.manchester,clare.mcmanus.united_kingdom.manchester,berta.sanchezlaorden.united_kingdom.manchester,nathalie.dhomen.united_kingdom.manchester,richard.marais.united_kingdom.manchester"
19362,19362,2019,2,Nature medicine,RAF inhibitor PLX8394 selectively disrupts BRAF dimers and RAS-independent BRAF-mutant-driven signaling,"zhan.yao.usa.newyork,yijun.gao.usa.newyork,wenjing.su.usa.newyork,rona.yaeger.usa.newyork,jessica.tao.usa.newyork,na.na.usa.newyork,anthony.tao.usa.newyork,neilawattie_m.timaul.usa.newyork,rory.mcgriskin.usa.newyork,nathaniel_a.outmezguine.usa.newyork,huiyong.zhao.usa.newyork,qing.chang.usa.newyork,besnik.qeriqi.usa.newyork,elisa.de_stanchina.usa.newyork,david_m.hyman.usa.newyork,neal.rosen.usa.newyork"
19363,19363,2019,2,Nature medicine,Ultraviolet radiation-induced DNA damage is prognostic for outcome in melanoma,"lucas_d.trucco.united_kingdom.manchester,piyushkumar_a.mundra.united_kingdom.manchester,kate.hogan.united_kingdom.manchester,pablo.garciamartinez.united_kingdom.manchester,amaya.viros.united_kingdom.manchester,amit_k.mandal.united_kingdom.manchester,nicolas.macagno.france.marseille,caroline.gaudymarqueste.france.marseille,donald.allan.united_kingdom.salford,franziska.baenke.united_kingdom.manchester,martin.cook.united_kingdom.manchester,clare.mcmanus.united_kingdom.manchester,berta.sanchezlaorden.united_kingdom.manchester,nathalie.dhomen.united_kingdom.manchester,richard.marais.united_kingdom.manchester"
19364,19364,2019,2,Nature medicine,High prevalence of Streptococcus pyogenes Cas9-reactive T cells within the adult human population,"dimitrios_l.wagner.germany.berlin,leila.amini.germany.berlin,desiree_j.wendering.germany.berlin,lisamarie.burkhardt.germany.berlin,levent.akyz.germany.berlin,petra.reinke.germany.berlin,hansdieter.volk.germany.berlin,michael.schmueckhenneresse.germany.berlin"
19367,19367,2019,2,Nature metabolism,A network of trans-cortical capillaries as mainstay for blood circulation in long bones,"anika.grneboom.germany.essen,ibrahim.hawwari.germany.essen,daniela.weidner.germany.erlangen,stephan.culemann.germany.erlangen,sylvia.mller.germany.jena,sophie.henneberg.germany.essen,alexandra.brenzel.germany.essen,simon.merz.germany.essen,lea.bornemann.germany.essen,kristina.zec.germany.essen,manuela.wuelling.germany.essen,lasse.kling.germany.erlangen,mike.hasenberg.germany.essen,sylvia.voortmann.germany.essen,stefanie.lang.germany.erlangen,wolfgang.baum.germany.erlangen,alexandra.ohs.germany.erlangen,oliver.kraff.germany.essen,harald_h.quick.germany.essen,marcus.jger.germany.essen,stefan.landgraeber.germany.essen,marcel.dudda.germany.essen,renzo.danuser.switzerland.bern,jens_v.stein.switzerland.bern,manfred.rohde.germany.braunschweig,kolja.gelse.germany.erlangen,annette_i.garbe.germany.dresden,alexandra.adamczyk.germany.essen,astrid_m.westendorf.germany.essen,daniel.hoffmann.germany.essen,silke.christiansen.germany.erlangen,daniel_robert.engel.germany.essen,andrea.vortkamp.germany.essen,gerhard.krnke.germany.erlangen,martin.herrmann.germany.erlangen,thomas.kamradt.germany.jena,georg.schett.germany.erlangen,anja.hasenberg.germany.essen,matthias.gunzer.germany.essen"
19371,19371,2019,2,Nature metabolism,Metabolic signatures of cancer cells and stem cells,"andrew_m.intlekofer.usa.newyork,lydia_w_s.finley.usa.newyork"
19372,19372,2019,2,Nature metabolism,TGF-β2 is an exercise-induced adipokine that regulates glucose and fatty acid metabolism,"hirokazu.takahashi.usa.massachusetts,christiano_r_r.alves.usa.massachusetts,kristin_i.stanford.usa.massachusetts,roeland_j_w.middelbeek.usa.massachusetts,none.none.usa.massachusetts,rebecca_e.ryan.usa.massachusetts,ruidan.xue.usa.massachusetts,masaji.sakaguchi.usa.massachusetts,matthew_d.lynes.usa.massachusetts,kawai.so.usa.massachusetts,joram_d.mul.usa.massachusetts,minyoung.lee.usa.massachusetts,estelle.balan.usa.massachusetts,hui.pan.usa.massachusetts,jonathan_m.dreyfuss.usa.massachusetts,michael_f.hirshman.usa.massachusetts,jarna_c.hannukainen.finland.turku,pirjo.nuutila.finland.turku,kari_k.kalliokoski.finland.turku,c_ronald.kahn.usa.massachusetts,yuhua.tseng.usa.massachusetts,laurie_j.goodyear.usa.massachusetts"
19375,19375,2019,2,Nature metabolism,A question of identity: Tbx3 carries the POMC flag,"arnaud.obri.spain.barcelona,marc.claret.spain.barcelona"
