,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
2153,2153,2019,11,Nature communications,Imaging and writing magnetic domains in the non-collinear antiferromagnet Mn<sub>3</sub>Sn,"helena.reichlova.germany.dresden,tomas.janda.czech_republic.prague,joao.godinho.czech_republic.prague,anastasios.markou.germany.dresden,dominik.kriegner.czech_republic.praha,richard.schlitz.germany.dresden,jakub.zelezny.czech_republic.praha,zbynek.soban.czech_republic.praha,mauricio.bejarano.germany.dresden,helmut.schultheiss.germany.dresden,petr.nemec.czech_republic.prague,tomas.jungwirth.czech_republic.praha,claudia.felser.germany.dresden,joerg.wunderlich.czech_republic.praha,sebastian_t_b.goennenwein.germany.dresden"
2154,2154,2019,11,Nature communications,Acoustic enrichment can enhance fish community development on degraded coral reef habitat,"timothy_a_c.gordon.united_kingdom.exeter,andrew_n.radford.united_kingdom.bristol,isla_k.davidson.united_kingdom.bristol,kasey.barnes.australia.townsville,kieran.mccloskey.united_kingdom.exeter,sophie_l.nedelec.united_kingdom.exeter,mark_g.meekan.australia.perth,mark_i.mccormick.australia.townsville,stephen_d.simpson.united_kingdom.exeter"
2156,2156,2019,11,Nature communications,Chemical unfolding of protein domains induces shape change in programmed protein hydrogels,"luai_r.khoury.usa.north,ionel.popa.usa.north"
2157,2157,2019,11,Nature communications,Efficient upgrading of CO to C<sub>3</sub> fuel using asymmetric C-C coupling active sites,"xue.wang.canada.toronto,ziyun.wang.canada.toronto,taotao.zhuang.canada.toronto,caothang.dinh.canada.toronto,jun.li.canada.toronto,daehyun.nam.canada.toronto,fengwang.li.canada.toronto,chunwei.huang.taiwan.hsinchu,chihshan.tan.canada.toronto,christine_m.gabardo.canada.toronto,ali.seifitokaldani.canada.toronto,petar.todorovi.canada.toronto,andrew.proppe.canada.toronto,yuanjie.pang.canada.toronto,yuhang.wang.canada.toronto,alexander_h.ip.canada.toronto,benjamin.scheffel.canada.toronto,aoni.xu.canada.toronto,shenchuan.lo.taiwan.hsinchu,shana_o.kelley.canada.toronto,david.sinton.canada.toronto,edward_h.sargent.canada.toronto"
2158,2158,2019,11,Science advances,Highly efficient hot electron harvesting from graphene before electron-hole thermalization,"yuzhong.chen.china.hangzhou,yujie.li.china.hangzhou,yida.zhao.china.hangzhou,hongzhi.zhou.china.hangzhou,haiming.zhu.china.hangzhou"
2161,2161,2019,11,Science advances,Undulatory topographical waves for flow-induced foulant sweeping,"hangil.ko.south_korea.ulsan,hyunha.park.south_korea.ulsan,hyeokjun.byeon.south_korea.pohang,minsu.kang.south_korea.ulsan,jaeha.ryu.south_korea.daejeon,hyung_jin.sung.south_korea.daejeon,sang_joon.lee.south_korea.pohang,hoon_eui.jeong.south_korea.ulsan"
2162,2162,2019,11,Science advances,DNA-assembled nanoarchitectures with multiple components in regulated and coordinated motion,"pengfei.zhan.germany.stuttgart,maximilian_j.urban.germany.stuttgart,steffen.both.germany.stuttgart,xiaoyang.duan.germany.stuttgart,thomas.weiss.germany.stuttgart,na.liu.germany.stuttgart"
2164,2164,2019,11,Science advances,Exciton control in a room temperature bulk semiconductor with coherent strain pulses,"edoardo.baldini.switzerland.lausanne,adriel.dominguez.spain.tolosa,tania.palmieri.switzerland.lausanne,oliviero.cannelli.switzerland.lausanne,angel.rubio.spain.tolosa,majed.chergui.switzerland.lausanne"
2165,2165,2019,11,Science advances,Plasmonic nanogap enhanced phase-change devices with dual electrical-optical functionality,"nikolaos.farmakidis.united_kingdom.parks,nathan.youngblood.united_kingdom.parks,xuan.li.united_kingdom.parks,james.tan.united_kingdom.parks,jacob_l.swett.united_kingdom.parks,zengguang.cheng.united_kingdom.parks,c_david.wright.united_kingdom.exeter,wolfram_h_p.pernice.germany.muenster,harish.bhaskaran.united_kingdom.parks"
2166,2166,2019,11,Science advances,Unconventional scaling of the superfluid density with the critical temperature in transition metal dichalcogenides,"f_o.von_rohr.switzerland.zurich,jc.orain.switzerland.villigen,r.khasanov.switzerland.villigen,c.witteveen.switzerland.zurich,z.shermadini.switzerland.villigen,a.nikitin.switzerland.villigen,j.chang.switzerland.zurich,a_r.wieteska.usa.newyork,a_n.pasupathy.usa.newyork,a.amato.switzerland.villigen,h.luetkens.switzerland.villigen,y_j.uemura.usa.newyork,z.guguchia.switzerland.villigen"
2168,2168,2019,11,Science immunology,Pathogenic CARD11 mutations affect B cell development and differentiation through a noncanonical pathway,"zheng.wei.china.shanghai,jingjing.chen.china.nanjing,yu.hu.china.shanghai,pan.jia.china.shanghai,xuelei.wang.china.shanghai,qifang.zhao.china.shanghai,yicong.deng.china.shanghai,ni.li.china.shanghai,yi.zang.china.shanghai,jun.qin.china.shanghai,xiaoming.wang.china.nanjing,wei.lu.china.shanghai"
2169,2169,2019,11,"Science (New York, N.Y.)",Watching helical membrane proteins fold reveals a common N-to-C-terminal folding pathway,"hyunkyu.choi.south_korea.daejeon,hyunook.kang.south_korea.seoul,min_ju.shon.south_korea.seoul,sanghyun.rah.south_korea.daejeon,hak_chan.kim.south_korea.seoul,hawoong.jeong.south_korea.daejeon,heejung.choi.south_korea.seoul,taeyoung.yoon.south_korea.seoul"
