,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
4302,4302,2019,10,Nature communications,A human immune dysregulation syndrome characterized by severe hyperinflammation with a homozygous nonsense Roquin-1 mutation,"s_j.tavernier.belgium.ghent,v.athanasopoulos.australia.canberra,p.verloo.belgium.ghent,j.staal.belgium.ghent,d_j.bogaert.belgium.ghent,l.naesens.belgium.ghent,m.de_bruyne.belgium.ghent,s.van_gassen.belgium.ghent,e.parthoens.belgium.ghent,j.ellyard.australia.canberra,j.cappello.australia.canberra,l_x.morris.australia.canberra,h.van_gorp.belgium.ghent,g.van_isterdael.belgium.ghent,y.saeys.belgium.ghent,m.lamkanfi.belgium.ghent,p.schelstraete.belgium.ghent,j.dehoorne.belgium.ghent,v.bordon.belgium.ghent,r.van_coster.belgium.ghent,b_n.lambrecht.belgium.ghent,b.menten.belgium.ghent,r.beyaert.belgium.ghent,c_g.vinuesa.australia.canberra,m.dullaers.belgium.ghent,f.haerynck.belgium.ghent"
4305,4305,2019,10,Nature communications,Identification and characterization of Cardiac Glycosides as senolytic compounds,"francisco.trianamartnez.spain.santiago,pilar.picallosrabina.spain.santiago,sabela.da_silvalvarez.spain.santiago,federico.pietrocola.spain.barcelona,susana.llanos.spain.madrid,vernica.rodilla.spain.barcelona,enrica.soprano.spain.santiago,pablo.pedrosa.spain.santiago,alba.ferreirs.spain.santiago,marta.barradas.spain.madrid,fernanda.hernndezgonzlez.spain.barcelona,marta.lalinde.spain.barcelona,neus.prats.spain.barcelona,cristina.bernad.spain.barcelona,patricia.gonzlez.spain.madrid,mara.gmez.spain.madrid,maria_p.ikonomopoulou.spain.madrid,pablo_j.fernndezmarcos.spain.madrid,pablo.del_pino.spain.santiago,joaqun.arribas.spain.barcelona,anxo.vidal.spain.santiago,manuel.serrano.spain.barcelona,mara_i.loza.spain.santiago,eduardo.domnguez.spain.santiago,manuel.collado.spain.santiago"
4306,4306,2019,10,Nature communications,Enantiomeric glycosylated cationic block co-beta-peptides eradicate Staphylococcus aureus biofilms and antibiotic-tolerant persisters,"kaixi.zhang.singapore.singapore,yu.du.singapore.singapore,zhangyong.si.singapore.singapore,yang.liu.singapore.singapore,michelle_e.turvey.singapore.singapore,cheerlavancha.raju.singapore.singapore,damien.keogh.singapore.singapore,lin.ruan.singapore.singapore,subramanion_l.jothy.singapore.singapore,sheethal.reghu.singapore.singapore,kalisvar.marimuthu.singapore.singapore,partha_pratim.de.singapore.singapore,oon_tek.ng.singapore.singapore,yonggui_robin.chi.singapore.singapore,jinghua.ren.china.wuhan,kam_c.tam.canada.ontario,xuewei.liu.singapore.singapore,hongwei.duan.singapore.singapore,yabin.zhu.china.ningbo,yuguang.mu.singapore.singapore,kevin.pethe.singapore.singapore,mary_b.chanpark.singapore.singapore"
4307,4307,2019,10,Nature communications,Mapping the global design space of nanophotonic components using machine learning pattern recognition,"daniele.melati.canada.ottawa,yuri.grinberg.canada.ottawa,mohsen.kamandar_dezfouli.canada.ottawa,siegfried.janz.canada.ottawa,pavel.cheben.canada.ottawa,jens_h.schmid.canada.ottawa,alejandro.snchezpostigo.spain.malaga,danxia.xu.canada.ottawa"
4308,4308,2019,10,Nature communications,Ultrahigh resolution and color gamut with scattering-reducing transmissive pixels,"june_sang.lee.south_korea.seoul,ji_yeon.park.south_korea.seoul,yong_hwan.kim.south_korea.hanam,seokwoo.jeon.south_korea.daejeon,olivier.ouellette.canada.toronto,edward_h.sargent.canada.toronto,dong_ha.kim.south_korea.seoul,jerome_k.hyun.south_korea.seoul"
4310,4310,2019,10,Nature communications,Molybdenum systematics of subducted crust record reactive fluid flow from underlying slab serpentine dehydration,"shuo.chen.china.qingdao,remco_c.hin.united_kingdom.bristol,timm.john.germany.berlin,richard.brooker.united_kingdom.bristol,ben.bryan.united_kingdom.bristol,yaoling.niu.china.qingdao,tim.elliott.united_kingdom.bristol"
4311,4311,2019,10,Nature communications,Predicted climate shifts within terrestrial protected areas worldwide,"samuel.hoffmann.germany.bayreuth,severin_d_h.irl.germany.bayreuth,carl.beierkuhnlein.germany.bayreuth"
4312,4312,2019,10,Nature communications,Stiffness-switchable DNA-based constitutional dynamic network hydrogels for self-healing and matrix-guided controlled chemical processes,"liang.yue.israel.jerusalem,shan.wang.israel.jerusalem,verena.wulf.israel.jerusalem,itamar.willner.israel.jerusalem"
4313,4313,2019,10,Nature communications,Molecular features of the UNC-45 chaperone critical for binding and folding muscle myosin,"doris.hellerschmied.austria.vienna,nina.franicevic.austria.vienna,renato.arnese.austria.vienna,chloe.johnson.united_kingdom.canterbury,antonia.vogel.austria.vienna,anton.meinhart.austria.vienna,robert.kurzbauer.austria.vienna,luiza.deszcz.austria.vienna,linn.gazda.austria.vienna,michael.geeves.united_kingdom.canterbury,tim.clausen.austria.vienna"
4315,4315,2019,10,Nature reviews. Disease primers,Author Correction: Acromegaly,"annamaria.colao.italy.naples,ludovica_f_s.grasso.italy.naples,andrea.giustina.italy.milano,philippe.chanson.france.paris,alberto_m.pereira.netherlands.leiden,rosario.pivonello.italy.naples"
