,Unnamed: 0.1,pub_year,pub_month,journal_name,paper_title,author
8604,8604,2019,8,Nature biotechnology,Overcoming genetic heterogeneity in industrial fermentations,"peter.rugbjerg.denmark.kongenslyngby,morten_o_a.sommer.denmark.kongenslyngby"
8606,8606,2019,8,Nature catalysis,Probing the Transition State in Enzyme Catalysis by High-Pressure NMR Dynamics,"john_b.stiller.usa.massachusetts,s_jordan.kerns.usa.massachusetts,marc.hoemberger.usa.massachusetts,youngjin.cho.usa.massachusetts,renee.otten.usa.massachusetts,michael_f.hagan.usa.massachusetts,dorothee.kern.usa.massachusetts"
8607,8607,2019,8,Nature cell biology,HER2 joins AKT to inhibit STING immunity,"ian_d.odell.usa.connecticut,richard_a.flavell.usa.connecticut"
8608,8608,2019,8,Nature cell biology,Migrasome formation is mediated by assembly of micron-scale tetraspanin macrodomains,"yuwei.huang.china.beijing,ben.zucker.israel.telaviv,shaojin.zhang.china.beijing,sharon.elias.israel.telaviv,yun.zhu.china.beijing,hui.chen.china.beijing,tianlun.ding.china.beijing,ying.li.china.beijing,yujie.sun.china.beijing,jizhong.lou.china.beijing,michael_m.kozlov.israel.telaviv,li.yu.china.beijing"
8609,8609,2019,8,Nature cell biology,Migrasomes provide regional cues for organ morphogenesis during zebrafish gastrulation,"dong.jiang.china.beijing,zheng.jiang.china.beijing,di.lu.china.beijing,xuan.wang.china.beijing,haisha.liang.china.beijing,junfeng.zhang.china.beijing,yaping.meng.china.beijing,ying.li.china.beijing,danni.wu.china.beijing,yuwei.huang.china.beijing,yuling.chen.china.beijing,haiteng.deng.china.beijing,qing.wu.china.beijing,jingwei.xiong.china.beijing,anming.meng.china.beijing,li.yu.china.beijing"
8610,8610,2019,8,Nature cell biology,Migrasomes take center stage,"stefania.tavano.austria.klosterneuburg,carlphilipp.heisenberg.austria.klosterneuburg"
8614,8614,2019,8,Nature cell biology,Parkin inhibits necroptosis to prevent cancer,"kai.cao.united_kingdom.glasgow,stephen_w_g.tait.united_kingdom.glasgow"
8615,8615,2019,8,Nature cell biology,5-methylcytosine promotes pathogenesis of bladder cancer through stabilizing mRNAs,"xin.chen.china.guangzhou,ang.li.china.beijing,baofa.sun.china.beijing,ying.yang.china.beijing,yanan.han.china.beijing,xun.yuan.china.shanghai,rixin.chen.china.guangzhou,wensu.wei.china.guangzhou,yanchao.liu.china.shanghai,chunchun.gao.china.beijing,yusheng.chen.china.beijing,mengmeng.zhang.china.shanghai,xiaodan.ma.china.guangzhou,zhuowei.liu.china.guangzhou,junhang.luo.china.guangzhou,cong.lyu.china.beijing,hailin.wang.china.beijing,jinbiao.ma.china.shanghai,yongliang.zhao.china.beijing,fangjian.zhou.china.guangzhou,ying.huang.china.shanghai,dan.xie.china.guangzhou,yungui.yang.china.beijing"
8618,8618,2019,8,Nature cell biology,Tracing the cellular dynamics of sebaceous gland development in normal and perturbed states,"marianne_stemann.andersen.denmark.copenhagen,edouard.hannezo.united_kingdom.cambridge,svetlana.ulyanchenko.denmark.copenhagen,soline.estrach.france.nice,yasuko.antoku.denmark.copenhagen,sabrina.pisano.france.nice,kim_e.boonekamp.denmark.copenhagen,sarah.sendrup.denmark.copenhagen,martti.maimets.denmark.copenhagen,marianne_terndrup.pedersen.denmark.copenhagen,jens_v.johansen.denmark.copenhagen,ditte_l.clement.denmark.copenhagen,chloe_c.feral.france.nice,benjamin_d.simons.united_kingdom.cambridge,kim_b.jensen.denmark.copenhagen"
8620,8620,2019,8,Nature cell biology,Modelling liver cancer initiation with organoids derived from directly reprogrammed human hepatocytes,"lulu.sun.china.shanghai,yuqing.wang.china.shanghai,jin.cen.china.shanghai,xiaolong.ma.china.shanghai,lei.cui.china.shanghai,zhixin.qiu.china.shanghai,zhengtao.zhang.china.shanghai,hong.li.china.shanghai,runzhou.yang.china.shanghai,chenhua.wang.china.shanghai,xiaotao.chen.china.shanghai,le.wang.china.shanghai,yao.ye.china.shanghai,haibin.zhang.china.shanghai,guoyu.pan.china.shanghai,jiansheng.kang.china.zhengzhou,yuan.ji.china.shanghai,shan.zheng.china.shanghai,lijian.hui.china.shanghai"
8621,8621,2019,8,Nature cell biology,HER2 recruits AKT1 to disrupt STING signalling and suppress antiviral defence and antitumour immunity,"shiying.wu.china.hangzhou,qian.zhang.china.hangzhou,fei.zhang.china.hangzhou,fansen.meng.china.hangzhou,shengduo.liu.china.hangzhou,ruyuan.zhou.china.hangzhou,qingzhe.wu.china.hangzhou,xinran.li.china.hangzhou,li.shen.china.hangzhou,jun.huang.china.hangzhou,jun.qin.china.shanghai,songying.ouyang.china.fuzhou,zongping.xia.china.zhengzhou,hai.song.china.hangzhou,xinhua.feng.china.hangzhou,jian.zou.china.hangzhou,pinglong.xu.china.hangzhou"
8623,8623,2019,8,Nature chemistry,Ruthenium-catalysed oxidative conversion of ammonia into dinitrogen,"kazunari.nakajima.japan.tokyo,hiroki.toda.japan.tokyo,ken.sakata.japan.funabashi,yoshiaki.nishibayashi.japan.tokyo"
